Photodiode Current (A),Temperature (C)
7.6547e-07,-269.7025550660793
7.8728e-07,-269.7382378854625
7.6277e-07,-269.722731277533
7.8096e-07,-269.6733039647577
7.5877e-07,-269.75242290748895
7.9185e-07,-269.67052863436123
7.6593e-07,-269.77788546255505
7.9224e-07,-269.66969162995593
7.6679e-07,-269.79096916299557
7.8626e-07,-269.6667400881057
7.9501e-07,-269.56356828193833
8.0721e-07,-269.53497797356823
7.958e-07,-269.5960352422907
8.1689e-07,-269.49096916299555
7.9442e-07,-269.61114537444934
8.2827e-07,-269.51339207048454
8.0024e-07,-269.5823788546255
8.2752e-07,-269.49171806167396
7.9262e-07,-269.61325991189426
8.0654e-07,-269.46969162995595
