Pixel 1,
V (V),J (A/cm^2)
-5.0029,-0.00016985
-4.9034,-9.5231e-05
-4.7999,-4.9601e-05
-4.7021,-2.5365e-05
-4.6034,-1.2054e-05
-4.5,-4.5535e-06
-4.4032,-9.4204e-07
-4.305,6.518e-07
-4.2056,1.346e-06
-4.1057,1.5065e-06
-4.0059,1.6243e-06
-3.9056,1.6084e-06
-3.8057,1.6306e-06
-3.7058,1.6709e-06
-3.6058,1.716e-06
-3.5058,1.7369e-06
-3.4055,1.7644e-06
-3.3055,1.7142e-06
-3.2056,1.7382e-06
-3.1059,1.7585e-06
-3.0057,1.8124e-06
-2.9056,1.7897e-06
-2.8056,1.81e-06
-2.7055,1.8231e-06
-2.6057,1.8566e-06
-2.5054,1.8844e-06
-2.4054,1.861e-06
-2.3056,1.8683e-06
-2.2057,1.9051e-06
-2.1055,1.954e-06
-2.0052,1.9237e-06
-1.9054,1.981e-06
-1.8054,2.0115e-06
-1.7057,2.0205e-06
-1.6057,2.0396e-06
-1.5054,1.9888e-06
-1.4054,2.0417e-06
-1.3055,2.0493e-06
-1.2055,2.062e-06
-1.1053,2.0578e-06
-1.0054,2.0914e-06
-0.90537,2.0986e-06
-0.80542,2.0661e-06
-0.70545,2.1256e-06
-0.60499,2.1384e-06
-0.50515,2.1135e-06
-0.40524,2.1283e-06
-0.30537,2.1692e-06
-0.2054,2.1773e-06
-0.10517,2.2258e-06
-0.0050776,2.2242e-06
0.094791,2.197e-06
0.1947,2.2627e-06
0.29498,2.2774e-06
0.39475,2.2425e-06
0.49478,2.2941e-06
0.59474,2.3164e-06
0.69502,2.2637e-06
0.79504,2.3319e-06
0.89507,2.3272e-06
0.99499,2.3169e-06
1.0948,2.3422e-06
1.1949,2.4432e-06
1.295,2.399e-06
1.395,2.4499e-06
1.4949,2.4608e-06
1.5952,2.478e-06
1.695,2.5495e-06
1.7947,2.5428e-06
1.8947,2.5863e-06
1.995,2.6447e-06
2.095,2.7114e-06
2.195,2.7018e-06
2.2951,2.7725e-06
2.3951,2.8373e-06
2.4949,2.8816e-06
2.5948,2.9653e-06
2.6947,3.0054e-06
2.795,3.0682e-06
2.8949,3.1908e-06
2.995,3.1728e-06
3.0946,3.2968e-06
3.1947,3.4421e-06
3.2947,3.5092e-06
3.3946,3.6663e-06
3.4942,3.8769e-06
3.5944,3.8204e-06
3.6947,3.9878e-06
3.7942,4.1476e-06
3.894,4.3417e-06
3.9938,4.5855e-06
4.0938,4.7846e-06
4.1936,5.0137e-06
4.2936,5.1673e-06
4.3933,5.2657e-06
4.4931,5.6095e-06
4.593,5.6977e-06
4.6925,6.1763e-06
4.7922,6.3265e-06
4.8923,6.684e-06
4.9917,6.9883e-06
