Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.0007087169879999999,67.06536826729088,2.2311682127547125e-06,-4.736332850829786,7.08716988e-06,-4.4058,1.6086e-06,18884212.043801524,33788.50715991373
