Pixel 1,
V (V),J (A/cm^2)
-5.0027,-0.00019463
-4.9033,-0.00011144
-4.7991,-5.8012e-05
-4.7017,-2.9916e-05
-4.6032,-1.4188e-05
-4.499,-5.7432e-06
-4.4027,-1.5551e-06
-4.3048,4.3474e-07
-4.2055,1.2498e-06
-4.1057,1.4848e-06
-4.006,1.6194e-06
-3.9056,1.6554e-06
-3.8057,1.6335e-06
-3.7059,1.7025e-06
-3.6058,1.7195e-06
-3.5059,1.7528e-06
-3.4056,1.7064e-06
-3.3056,1.7715e-06
-3.2056,1.7795e-06
-3.106,1.7703e-06
-3.0057,1.8238e-06
-2.9056,1.8325e-06
-2.8056,1.8073e-06
-2.7056,1.8352e-06
-2.6058,1.8888e-06
-2.5055,1.899e-06
-2.4055,1.9301e-06
-2.3057,1.9469e-06
-2.2057,1.9104e-06
-2.1056,1.9382e-06
-2.0053,1.9563e-06
-1.9055,2.0193e-06
-1.8055,2.0299e-06
-1.7057,2.0456e-06
-1.6057,2.0272e-06
-1.5054,2.0009e-06
-1.4054,2.0128e-06
-1.3055,2.0855e-06
-1.2055,2.0469e-06
-1.1053,2.1142e-06
-1.0054,2.0759e-06
-0.90541,2.1069e-06
-0.80544,2.1063e-06
-0.70549,2.1388e-06
-0.60506,2.1545e-06
-0.50512,2.1408e-06
-0.40524,2.1692e-06
-0.30543,2.1969e-06
-0.20541,2.1678e-06
-0.10515,2.1866e-06
-0.0051353,2.2279e-06
0.09472,2.216e-06
0.1947,2.2245e-06
0.29499,2.2761e-06
0.39477,2.2429e-06
0.49475,2.2824e-06
0.59469,2.3189e-06
0.69498,2.2978e-06
0.79498,2.3244e-06
0.89499,2.3579e-06
0.99495,2.3236e-06
1.0947,2.374e-06
1.1949,2.4169e-06
1.2949,2.3774e-06
1.3949,2.4348e-06
1.4949,2.4707e-06
1.5952,2.4488e-06
1.695,2.5235e-06
1.7947,2.5344e-06
1.8947,2.5832e-06
1.995,2.6422e-06
2.0951,2.6274e-06
2.195,2.7258e-06
2.2951,2.7519e-06
2.3951,2.7606e-06
2.4949,2.841e-06
2.5949,2.9132e-06
2.6948,2.9871e-06
2.7949,3.1142e-06
2.8949,3.198e-06
2.9949,3.2147e-06
3.0946,3.3376e-06
3.1947,3.4926e-06
3.2947,3.4861e-06
3.3946,3.6861e-06
3.4944,3.8072e-06
3.5942,3.8988e-06
3.6947,3.9757e-06
3.7943,4.128e-06
3.8942,4.2635e-06
3.994,4.4422e-06
4.0939,4.7069e-06
4.1937,4.972e-06
4.2936,5.0716e-06
4.3933,5.2833e-06
4.4931,5.6862e-06
4.5929,5.8506e-06
4.6925,6.0567e-06
4.7923,6.4547e-06
4.8922,6.6222e-06
4.9916,7.1126e-06
