Photodiode Current (A),Temperature (C)
2.0565e-06,-264.00726872246696
2.1008e-06,-263.84691629955944
2.0607e-06,-264.06057268722464
2.1154e-06,-263.78920704845814
2.0625e-06,-264.06277533039645
2.1139e-06,-263.84559471365634
2.1153e-06,-264.06145374449335
2.0592e-06,-263.8636563876652
2.1139e-06,-264.0094713656388
2.0608e-06,-263.9191629955947
2.095e-06,-263.9235682819383
2.0898e-06,-263.7574889867841
2.0888e-06,-263.93678414096917
2.115e-06,-263.71519823788543
2.0811e-06,-263.9112334801762
2.127e-06,-263.71607929515415
2.0746e-06,-263.88788546255506
2.1338e-06,-263.8874449339207
2.0801e-06,-263.6759911894273
2.1312e-06,-263.8557268722467
