Pixel 1,
V (V),J (A/cm^2)
-5.0025,-0.00021978
-4.9032,-0.00012431
-4.7984,-6.5558e-05
-4.7013,-3.453e-05
-4.603,-1.7366e-05
-4.5038,-7.5077e-06
-4.402,-2.277e-06
-4.3043,1.1514e-07
-4.2054,1.1456e-06
-4.1057,1.4506e-06
-4.006,1.5959e-06
-3.9057,1.679e-06
-3.8057,1.6772e-06
-3.7058,1.6594e-06
-3.6058,1.7359e-06
-3.5059,1.7563e-06
-3.4056,1.7237e-06
-3.3056,1.7942e-06
-3.2056,1.7944e-06
-3.106,1.8271e-06
-3.0057,1.7954e-06
-2.9057,1.8553e-06
-2.8057,1.8123e-06
-2.7055,1.8455e-06
-2.6057,1.8641e-06
-2.5054,1.8485e-06
-2.4055,1.8812e-06
-2.3056,1.8818e-06
-2.2057,1.9365e-06
-2.1055,1.9507e-06
-2.0053,1.9344e-06
-1.9055,1.9963e-06
-1.8055,2.0383e-06
-1.7058,1.9956e-06
-1.6059,2.0321e-06
-1.5054,2.0303e-06
-1.4055,2.0518e-06
-1.3055,2.086e-06
-1.2056,2.0864e-06
-1.1054,2.1181e-06
-1.0055,2.0888e-06
-0.90547,2.1488e-06
-0.80554,2.1439e-06
-0.70555,2.1511e-06
-0.60511,2.1294e-06
-0.50519,2.1419e-06
-0.40533,2.2081e-06
-0.30549,2.2099e-06
-0.20546,2.1818e-06
-0.10521,2.2518e-06
-0.0051803,2.259e-06
0.094676,2.2491e-06
0.19465,2.2851e-06
0.29486,2.2929e-06
0.39466,2.2768e-06
0.49471,2.2723e-06
0.59461,2.327e-06
0.69489,2.3353e-06
0.79499,2.3187e-06
0.89494,2.3745e-06
0.99486,2.4079e-06
1.0947,2.3745e-06
1.1949,2.4015e-06
1.2949,2.4132e-06
1.3949,2.4376e-06
1.4948,2.5103e-06
1.5951,2.5389e-06
1.6949,2.5737e-06
1.7946,2.6224e-06
1.8946,2.613e-06
1.9949,2.6356e-06
2.0949,2.7318e-06
2.1949,2.7157e-06
2.295,2.7665e-06
2.3949,2.8422e-06
2.4948,2.8935e-06
2.5948,2.9257e-06
2.6946,3.0701e-06
2.7949,3.0864e-06
2.8948,3.1834e-06
2.9947,3.3215e-06
3.0945,3.3854e-06
3.1946,3.4891e-06
3.2945,3.59e-06
3.3945,3.6875e-06
3.4942,3.805e-06
3.5941,3.9758e-06
3.6945,4.1344e-06
3.7939,4.3285e-06
3.8938,4.4382e-06
3.9937,4.6873e-06
4.0936,4.9091e-06
4.1935,5.1184e-06
4.2932,5.5462e-06
4.3929,5.5715e-06
4.4927,5.7731e-06
4.5929,5.8245e-06
4.6922,6.2765e-06
4.7918,6.7076e-06
4.8917,7.0427e-06
4.9914,7.2833e-06
