Pixel 1,
V (V),J (A/cm^2)
-4.9949,-0.00011254
-4.8974,-8.2767e-05
-4.7994,-6.0587e-05
-4.7009,-4.4168e-05
-4.6021,-3.2137e-05
-4.5029,-2.3336e-05
-4.4032,-1.6918e-05
-4.3037,-1.2282e-05
-4.1961,-8.7202e-06
-4.0984,-6.3839e-06
-4.0002,-4.6754e-06
-3.9011,-3.4215e-06
-3.802,-2.5099e-06
-3.7028,-1.845e-06
-3.6033,-1.3596e-06
-3.5037,-1.0054e-06
-3.4036,-7.4572e-07
-3.3038,-5.5668e-07
-3.204,-4.1814e-07
-3.1043,-3.17e-07
-3.0041,-2.4221e-07
-2.9041,-1.8735e-07
-2.8042,-1.4702e-07
-2.7041,-1.1708e-07
-2.6042,-9.5148e-08
-2.504,-7.8878e-08
-2.4041,-6.6355e-08
-2.3042,-5.6767e-08
-2.2043,-4.9446e-08
-2.1041,-4.3881e-08
-2.0038,-3.9009e-08
-1.9039,-3.5137e-08
-1.804,-3.172e-08
-1.7043,-2.8709e-08
-1.6043,-2.5891e-08
-1.5039,-2.3448e-08
-1.4039,-2.1219e-08
-1.3039,-1.9049e-08
-1.204,-1.6946e-08
-1.1037,-1.5058e-08
-1.0039,-1.317e-08
-0.90382,-1.131e-08
-0.80392,-9.5158e-09
-0.70386,-7.804e-09
-0.60344,-6.0686e-09
-0.50358,-4.424e-09
-0.40364,-2.7719e-09
-0.3038,-1.0826e-09
-0.2038,4.6695e-10
-0.1035,2.024e-09
-0.0034712,3.6369e-09
0.096393,5.2138e-09
0.19639,6.6413e-09
0.29663,8.2675e-09
0.39641,9.7117e-09
0.49651,1.1339e-08
0.59641,1.2807e-08
0.69668,1.4313e-08
0.79677,1.5831e-08
0.89676,1.7402e-08
0.99671,1.888e-08
1.0965,2.0472e-08
1.1967,2.2026e-08
1.2967,2.3566e-08
1.3968,2.5147e-08
1.4967,2.6781e-08
1.5971,2.8366e-08
1.6969,2.9973e-08
1.7966,3.1573e-08
1.8967,3.3179e-08
1.997,3.4874e-08
2.0971,3.6437e-08
2.1971,3.8112e-08
2.2973,3.9817e-08
2.3972,4.1475e-08
2.4972,4.3192e-08
2.5971,4.4893e-08
2.6971,4.65e-08
2.7974,4.836e-08
2.8974,5.0069e-08
2.9974,5.1793e-08
3.0973,5.3628e-08
3.1975,5.5419e-08
3.2975,5.7337e-08
3.3976,5.9145e-08
3.4975,6.0944e-08
3.5975,6.2809e-08
3.698,6.4683e-08
3.7976,6.6628e-08
3.8976,6.8758e-08
3.9977,7.0494e-08
4.0979,7.2545e-08
4.198,7.4564e-08
4.298,7.6392e-08
4.3979,7.8539e-08
4.4979,8.0574e-08
4.598,8.2345e-08
4.6979,8.4616e-08
4.7979,8.6863e-08
4.8981,8.8923e-08
4.9981,9.1113e-08
