Photodiode Current (A),Temperature (C)
-1.2764e-07,-272.7254889867841
-1.1694e-07,-272.73757268722466
-1.1305e-07,-272.7088986784141
-1.1144e-07,-272.74550220264314
-1.0112e-07,-272.7226299559471
-1.0197e-07,-272.71912775330395
-9.9316e-08,-272.7253039647577
-1.003e-07,-272.7324096916299
-9.7871e-08,-272.73176211453745
-1.0143e-07,-272.717281938326
-9.45e-08,-272.7957709251101
-8.8764e-08,-272.79687665198236
-9.2407e-08,-272.7811057268722
-8.6419e-08,-272.7793524229075
-9.002e-08,-272.7975242290749
-8.4765e-08,-272.7860837004405
-8.5267e-08,-272.80831277533036
-8.3928e-08,-272.7943876651982
-7.9049e-08,-272.80812775330395
-8.0201e-08,-272.8169823788546
