Pixel 1,
V (V),J (A/cm^2)
-4.9935,-0.00012824
-4.8963,-9.4665e-05
-4.7986,-6.9527e-05
-4.7002,-5.0828e-05
-4.6016,-3.7067e-05
-4.5025,-2.6972e-05
-4.4029,-1.9592e-05
-4.3035,-1.4246e-05
-4.1948,-1.0085e-05
-4.0973,-7.3988e-06
-3.9994,-5.4273e-06
-3.9005,-3.9767e-06
-3.8016,-2.9198e-06
-3.7025,-2.1478e-06
-3.603,-1.5827e-06
-3.5035,-1.1699e-06
-3.4034,-8.6694e-07
-3.3037,-6.4593e-07
-3.2039,-4.8408e-07
-3.1042,-3.6562e-07
-3.0041,-2.7798e-07
-2.9041,-2.1381e-07
-2.8041,-1.6645e-07
-2.7041,-1.3162e-07
-2.6042,-1.0579e-07
-2.5039,-8.6478e-08
-2.4041,-7.2019e-08
-2.3042,-6.114e-08
-2.2042,-5.2794e-08
-2.1041,-4.6265e-08
-2.0038,-4.09e-08
-1.9039,-3.6701e-08
-1.8039,-3.2965e-08
-1.7042,-2.9762e-08
-1.6043,-2.6855e-08
-1.5039,-2.4213e-08
-1.4039,-2.1689e-08
-1.3039,-1.962e-08
-1.204,-1.7554e-08
-1.1037,-1.5494e-08
-1.0039,-1.3527e-08
-0.90384,-1.1683e-08
-0.80387,-9.9463e-09
-0.70385,-8.087e-09
-0.6034,-6.2935e-09
-0.50357,-4.6038e-09
-0.40363,-2.9521e-09
-0.30377,-1.2754e-09
-0.20377,3.7338e-10
-0.10351,2.0296e-09
-0.0035027,3.5144e-09
0.096412,5.1386e-09
0.19641,6.6488e-09
0.29665,8.3386e-09
0.39644,9.783e-09
0.49648,1.1423e-08
0.59642,1.2962e-08
0.69669,1.4492e-08
0.79681,1.6001e-08
0.89677,1.7625e-08
0.99671,1.921e-08
1.0965,2.0665e-08
1.1968,2.2434e-08
1.2967,2.387e-08
1.3968,2.5476e-08
1.4967,2.7125e-08
1.5971,2.8616e-08
1.6969,3.0324e-08
1.7966,3.1888e-08
1.8967,3.3553e-08
1.997,3.5187e-08
2.0971,3.6832e-08
2.1971,3.8485e-08
2.2972,4.0198e-08
2.3972,4.1754e-08
2.4972,4.3675e-08
2.5972,4.5348e-08
2.6971,4.7227e-08
2.7974,4.8931e-08
2.8975,5.0593e-08
2.9975,5.2378e-08
3.0973,5.429e-08
3.1975,5.6264e-08
3.2975,5.7715e-08
3.3976,5.9824e-08
3.4975,6.1763e-08
3.5975,6.3526e-08
3.698,6.5635e-08
3.7976,6.7567e-08
3.8976,6.9223e-08
3.9977,7.1129e-08
4.0979,7.3372e-08
4.198,7.5365e-08
4.298,7.7359e-08
4.3979,7.9523e-08
4.498,8.1428e-08
4.598,8.3503e-08
4.6979,8.5703e-08
4.7979,8.7478e-08
4.8981,8.9775e-08
4.9981,9.185e-08
