Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,2.19732072e-08,24.61286465398867,3.7155183148907063e-09,-0.2402768230488613,2.19732072e-10,-0.10353,2.1224e-09,64432109.602976836,63040562.642843224
