Photodiode Current (A),Temperature (C)
-7.7458e-08,-272.7762158590308
-8.7298e-08,-272.765704845815
-8.3948e-08,-272.78470044052864
-8.8973e-08,-272.7605374449339
-8.69e-08,-272.7945726872247
-8.3844e-08,-272.7858105726872
-8.6189e-08,-272.74421145374447
-8.9413e-08,-272.75611013215854
-8.5582e-08,-272.7797224669603
-9.1025e-08,-272.74679735682815
-1.1184e-07,-272.76542731277533
-1.0244e-07,-272.75961674008806
-9.7557e-08,-272.78968281938324
-1.016e-07,-272.7718810572687
-9.6196e-08,-272.78211894273124
-9.1339e-08,-272.7748325991189
-9.2511e-08,-272.76099999999997
-9.3014e-08,-272.78774449339204
-8.8136e-08,-272.79328193832595
-9.0334e-08,-272.79586343612334
