Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,5.2360302e-10,3.6086358281360904,1.6869503230656007e-09,-0.08601155361359493,5.2360302e-12,-0.003163,1.6554e-09,50910803.84728457,50448499.41555382
