Photodiode Current (A),Temperature (C)
1.6329e-06,-264.60859030837
1.6427e-06,-264.7191629955947
1.7825e-06,-264.724449339207
1.6887e-06,-264.8319383259912
2.1562e-06,-265.3997797356828
1.947e-06,-265.78920704845814
1.9827e-06,-265.5676211453744
1.9558e-06,-265.7442731277533
1.9801e-06,-265.76541850220264
1.9263e-06,-265.53678414096913
1.5964e-06,-266.06057268722464
1.5575e-06,-266.10947136563874
1.6134e-06,-266.01475770925106
1.5763e-06,-266.1486784140969
1.615e-06,-265.94603524229075
1.5908e-06,-266.1544052863436
1.6069e-06,-265.9861233480176
1.6118e-06,-266.1425110132158
1.5938e-06,-265.9508810572687
1.6165e-06,-266.1385462555066
