Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.00047181338,54.70475495536184,2.058960178345989e-06,-4.188873339016765,4.7181337999999996e-06,-3.5053,1.346e-06,2857546.805243173,44875.85169545693
