Pixel 1,
V (V),J (A/cm^2)
-5.0014,-0.00031528
-4.9023,-0.00019169
-4.8032,-0.00010967
-4.699,-5.802e-05
-4.6015,-3.1097e-05
-4.5029,-1.5675e-05
-4.4034,-7.4348e-06
-4.3015,-2.7088e-06
-4.2036,-4.5946e-07
-4.1047,6.3587e-07
-4.0052,1.0765e-06
-3.905,1.1884e-06
-3.8051,1.2747e-06
-3.7052,1.3147e-06
-3.6052,1.2894e-06
-3.5053,1.3408e-06
-3.405,1.3641e-06
-3.305,1.346e-06
-3.2051,1.3895e-06
-3.1053,1.4036e-06
-3.0051,1.3816e-06
-2.9051,1.4328e-06
-2.805,1.4411e-06
-2.7049,1.4222e-06
-2.6051,1.4793e-06
-2.5048,1.4736e-06
-2.4049,1.4695e-06
-2.305,1.4754e-06
-2.2051,1.5462e-06
-2.1049,1.5324e-06
-2.0047,1.5154e-06
-1.9048,1.5635e-06
-1.8048,1.5282e-06
-1.7051,1.5691e-06
-1.6052,1.6091e-06
-1.5048,1.5748e-06
-1.4049,1.6204e-06
-1.3048,1.6085e-06
-1.2049,1.5864e-06
-1.1047,1.6397e-06
-1.0048,1.6913e-06
-0.90475,1.6652e-06
-0.80479,1.6656e-06
-0.70479,1.6992e-06
-0.60434,1.6601e-06
-0.50452,1.7122e-06
-0.40474,1.7216e-06
-0.3048,1.757e-06
-0.20485,1.8565e-06
-0.10455,1.7735e-06
-0.0045327,1.7496e-06
0.095428,1.7637e-06
0.19544,1.7579e-06
0.29563,1.8037e-06
0.39543,1.8182e-06
0.49546,1.8054e-06
0.59523,1.9804e-06
0.69554,1.921e-06
0.79555,1.9338e-06
0.89556,1.9568e-06
0.99563,1.9955e-06
1.0954,1.9015e-06
1.1956,1.9974e-06
1.2956,1.9795e-06
1.3956,1.9703e-06
1.4955,2.0349e-06
1.5959,2.0741e-06
1.6957,2.0963e-06
1.7955,2.0881e-06
1.8954,2.1203e-06
1.9957,2.2108e-06
2.0957,2.2068e-06
2.1957,2.2521e-06
2.2958,2.2348e-06
2.3958,2.2863e-06
2.4957,2.3633e-06
2.5956,2.3786e-06
2.6953,3.9154e-06
2.794,4.9185e-06
2.8932,5.1013e-06
2.993,5.3131e-06
3.0927,5.2779e-06
3.1956,2.8274e-06
3.2954,2.9848e-06
3.3954,3.1172e-06
3.4951,3.2536e-06
3.595,3.3409e-06
3.6954,3.5662e-06
3.795,3.6388e-06
3.895,3.6338e-06
3.9948,3.8951e-06
4.0949,3.9721e-06
4.1948,4.209e-06
4.2947,4.2631e-06
4.3942,4.466e-06
4.4943,4.6662e-06
4.594,4.8567e-06
4.6934,5.2302e-06
4.7935,5.2944e-06
4.8935,5.4698e-06
4.993,5.9491e-06
