Pixel 1,
V (V),J (A/cm^2)
-4.9977,-7.6364e-05
-4.8994,-5.5523e-05
-4.8008,-4.025e-05
-4.7017,-2.9092e-05
-4.6026,-2.102e-05
-4.5031,-1.5172e-05
-4.4033,-1.0946e-05
-4.2966,-7.7591e-06
-4.1987,-5.6563e-06
-4.1001,-4.1213e-06
-4.0013,-3.0147e-06
-3.9018,-2.2035e-06
-3.8024,-1.6209e-06
-3.703,-1.1951e-06
-3.6032,-8.9076e-07
-3.5035,-6.6831e-07
-3.4034,-4.8882e-07
-3.3035,-3.7013e-07
-3.2036,-2.8335e-07
-3.1039,-2.4713e-07
-3.0036,-2.728e-07
-2.9036,-2.2347e-07
-2.8036,-1.8417e-07
-2.7036,-1.5484e-07
-2.6037,-1.2788e-07
-2.5035,-1.0579e-07
-2.4035,-8.8292e-08
-2.3037,-7.5022e-08
-2.2037,-6.3876e-08
-2.1036,-5.5611e-08
-2.0034,-4.9098e-08
-1.9034,-4.3304e-08
-1.8034,-3.8398e-08
-1.7037,-3.4908e-08
-1.6038,-3.1727e-08
-1.5034,-2.8514e-08
-1.4034,-2.5724e-08
-1.3034,-2.3217e-08
-1.2035,-2.0758e-08
-1.1032,-1.8374e-08
-1.0034,-1.6225e-08
-0.90333,-1.3922e-08
-0.80338,-1.1798e-08
-0.70337,-1e-08
-0.60294,-7.7759e-09
-0.50307,-5.995e-09
-0.40315,-4.0612e-09
-0.3033,-2.0869e-09
-0.2033,-3.0661e-10
-0.10299,1.7431e-09
-0.0030152,3.6763e-09
0.096907,5.5443e-09
0.19689,7.426e-09
0.29714,9.121e-09
0.39693,1.0904e-08
0.49695,1.2983e-08
0.59689,1.4907e-08
0.69717,1.6809e-08
0.79727,1.8751e-08
0.89729,2.0617e-08
0.99724,2.2741e-08
1.097,2.4441e-08
1.1973,2.6493e-08
1.2972,2.8303e-08
1.3973,2.992e-08
1.4972,3.2485e-08
1.5976,3.3419e-08
1.6974,3.5942e-08
1.7972,3.8582e-08
1.8972,4.0716e-08
1.9975,4.2385e-08
2.0976,4.46e-08
2.1976,4.6741e-08
2.2977,4.8914e-08
2.3977,5.1101e-08
2.4977,5.2232e-08
2.5977,5.5061e-08
2.6976,5.6417e-08
2.7979,5.8824e-08
2.898,6.1871e-08
2.998,6.388e-08
3.0978,6.6102e-08
3.1981,6.8651e-08
3.2981,7.0688e-08
3.3981,7.3227e-08
3.498,7.5502e-08
3.598,7.7278e-08
3.6986,7.9507e-08
3.7982,8.205e-08
3.8982,8.4299e-08
3.9982,8.5615e-08
4.0984,9.0568e-08
4.1985,9.1767e-08
4.2986,9.4877e-08
4.3984,9.7029e-08
4.4985,1.0001e-07
4.5985,1.0259e-07
4.6984,1.0533e-07
4.7984,1.0741e-07
4.8986,1.0888e-07
4.9986,1.1198e-07
