Pixel 1,
V (V),J (A/cm^2)
-5.0014,-3.2761e-05
-4.9027,-1.6121e-05
-4.8036,-7.3568e-06
-4.7016,-2.5194e-06
-4.6041,-2.816e-07
-4.505,7.4256e-07
-4.4051,1.0909e-06
-4.3053,1.1668e-06
-4.2053,1.2445e-06
-4.1052,1.2936e-06
-4.0054,1.2803e-06
-3.9051,1.3208e-06
-3.8052,1.3683e-06
-3.7053,1.3478e-06
-3.6053,1.4038e-06
-3.5054,1.4529e-06
-3.405,1.4365e-06
-3.3051,1.4837e-06
-3.2052,1.5068e-06
-3.1054,1.4907e-06
-3.0052,1.5373e-06
-2.9052,1.5679e-06
-2.8052,1.5782e-06
-2.7051,1.5932e-06
-2.6052,1.6081e-06
-2.5049,1.605e-06
-2.405,1.5954e-06
-2.3052,1.6607e-06
-2.2052,1.6594e-06
-2.1051,1.6459e-06
-2.0048,1.7225e-06
-1.9048,1.708e-06
-1.8049,1.6795e-06
-1.7053,1.7768e-06
-1.6053,1.7506e-06
-1.505,1.8043e-06
-1.405,1.749e-06
-1.305,1.823e-06
-1.2051,1.8127e-06
-1.1049,1.8976e-06
-1.005,1.8399e-06
-0.90496,1.811e-06
-0.80502,1.8536e-06
-0.70505,1.9061e-06
-0.60461,1.9665e-06
-0.50477,1.9553e-06
-0.40486,1.9572e-06
-0.30496,2.0101e-06
-0.20503,2.0117e-06
-0.10479,2.0205e-06
-0.0048223,2.1466e-06
0.09506,2.1453e-06
0.195,2.1486e-06
0.29525,2.2386e-06
0.39503,2.2364e-06
0.49492,2.3421e-06
0.59482,2.3211e-06
0.69509,2.4382e-06
0.79517,2.4156e-06
0.89514,2.4565e-06
0.99502,2.5232e-06
1.0948,2.5946e-06
1.195,2.6981e-06
1.2948,2.7407e-06
1.3949,2.8258e-06
1.4944,3.1805e-06
1.595,2.9913e-06
1.6951,2.6327e-06
1.7946,2.9773e-06
1.8945,3e-06
1.9951,3.1043e-06
2.0945,3.4103e-06
2.1945,3.4969e-06
2.2941,3.7223e-06
2.3944,3.7584e-06
2.4929,5.2026e-06
2.5932,4.8786e-06
2.6926,5.4034e-06
2.793,5.5111e-06
2.8942,4.4514e-06
2.993,5.4761e-06
3.0928,5.2335e-06
3.1911,7.3667e-06
3.2918,6.696e-06
3.3905,7.9395e-06
3.4915,7.5148e-06
3.5925,7.3724e-06
3.6919,7.1844e-06
3.7908,7.9379e-06
3.8907,7.9997e-06
3.9909,8.1232e-06
4.0907,8.1204e-06
4.191,7.988e-06
4.2908,8.2849e-06
4.3907,8.1766e-06
4.4907,8.2446e-06
4.5905,8.4967e-06
4.6905,8.4406e-06
4.7904,8.3773e-06
4.8904,8.6569e-06
4.9904,8.7521e-06
