Photodiode Current (A),Temperature (C)
1.723e-06,-265.2632158590308
1.7979e-06,-265.5433920704846
1.7419e-06,-265.35837004405283
1.8068e-06,-265.4883259911894
1.7332e-06,-265.4588105726872
1.7609e-06,-265.5469162995594
1.7045e-06,-265.51740088105726
1.7094e-06,-265.5019823788546
1.7642e-06,-265.5931718061674
1.6934e-06,-265.4588105726872
1.8694e-06,-265.034140969163
1.8311e-06,-264.83458149779733
1.8669e-06,-264.9874449339207
1.8382e-06,-264.7667400881057
1.873e-06,-264.9856828193832
1.8642e-06,-264.75396475770924
1.8771e-06,-264.85264317180616
1.8553e-06,-264.8226872246696
1.8707e-06,-264.76541850220264
1.8698e-06,-264.91872246696033
