Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.0004426934330000001,55.6606853087752,1.6201642551731757e-06,-4.909027716093775,4.4269343300000006e-06,-4.3051,1.0283e-06,11767232.186591396,112544.23643770129
