Pixel 1,
V (V),J (A/cm^2)
-5.0005,-5.4775e-05
-4.9016,-3.9445e-05
-4.8027,-2.8361e-05
-4.7033,-2.0357e-05
-4.604,-1.4616e-05
-4.4952,-1.0204e-05
-4.3977,-7.3928e-06
-4.2998,-5.3577e-06
-4.2013,-3.8845e-06
-4.1022,-2.8204e-06
-4.0031,-2.0534e-06
-3.9033,-1.4988e-06
-3.8037,-1.0984e-06
-3.7041,-8.126e-07
-3.6043,-6.0196e-07
-3.5045,-4.5182e-07
-3.4043,-3.4262e-07
-3.3044,-2.6523e-07
-3.2045,-2.0637e-07
-3.1047,-1.6355e-07
-3.0045,-1.3117e-07
-2.9045,-1.0868e-07
-2.8045,-9.2195e-08
-2.7044,-7.805e-08
-2.6045,-6.8472e-08
-2.5042,-6.0303e-08
-2.4043,-5.4145e-08
-2.3045,-4.8417e-08
-2.2045,-4.3793e-08
-2.1044,-3.9863e-08
-2.0041,-3.6298e-08
-1.9041,-3.3853e-08
-1.8042,-3.0756e-08
-1.7045,-2.8509e-08
-1.6045,-2.6511e-08
-1.5041,-2.3984e-08
-1.4041,-2.2295e-08
-1.3042,-1.9934e-08
-1.2042,-1.7796e-08
-1.104,-1.5885e-08
-1.0041,-1.4145e-08
-0.90404,-1.2503e-08
-0.80406,-1.0585e-08
-0.70403,-8.7941e-09
-0.60362,-7.1372e-09
-0.50373,-5.5332e-09
-0.40383,-3.8754e-09
-0.30397,-2.1964e-09
-0.20398,-4.3075e-10
-0.10371,1.1092e-09
-0.0036642,2.8678e-09
0.096216,4.4832e-09
0.19622,6.3441e-09
0.29648,7.9735e-09
0.39629,9.6415e-09
0.49632,1.1365e-08
0.59625,1.3288e-08
0.69651,1.4997e-08
0.79661,1.6878e-08
0.89663,1.9019e-08
0.99653,2.0537e-08
1.0963,2.2649e-08
1.1966,2.4213e-08
1.2965,2.5808e-08
1.3966,2.7734e-08
1.4966,2.9461e-08
1.5969,3.1518e-08
1.6968,3.3448e-08
1.7965,3.4974e-08
1.8965,3.7224e-08
1.9969,3.8896e-08
2.0969,4.2215e-08
2.1969,4.4004e-08
2.2971,4.5676e-08
2.3971,4.783e-08
2.497,5.0129e-08
2.597,5.1599e-08
2.6969,5.4906e-08
2.7973,5.6034e-08
2.8973,5.838e-08
2.9973,5.9312e-08
3.0972,6.195e-08
3.1974,6.5453e-08
3.2974,6.7474e-08
3.3974,6.9543e-08
3.4973,7.1185e-08
3.5973,7.5965e-08
3.6979,7.8552e-08
3.7975,7.8293e-08
3.8975,8.0384e-08
3.9976,8.1647e-08
4.0978,8.3426e-08
4.1978,8.4798e-08
4.2979,8.8241e-08
4.3977,9.1499e-08
4.4978,9.4452e-08
4.5979,9.5654e-08
4.6977,9.9381e-08
4.7978,1.0321e-07
4.898,1.0105e-07
4.998,1.0376e-07
