Pixel 1,
V (V),J (A/cm^2)
-4.9999,-4.9746e-05
-4.9018,-2.6185e-05
-4.8031,-1.2508e-05
-4.6987,-5.3747e-06
-4.6024,-1.8662e-06
-4.5037,-4.0816e-07
-4.4043,2.8419e-07
-4.3047,6.0539e-07
-4.2049,7.5013e-07
-4.105,9.9855e-07
-4.0053,1.1195e-06
-3.9051,1.2914e-06
-3.8052,1.3307e-06
-3.7054,1.4005e-06
-3.6053,1.4603e-06
-3.5054,1.4504e-06
-3.4051,1.5014e-06
-3.3051,1.5292e-06
-3.2052,1.5051e-06
-3.1054,1.5408e-06
-3.0052,1.5788e-06
-2.9052,1.5543e-06
-2.8052,1.6041e-06
-2.7051,1.6142e-06
-2.6052,1.5961e-06
-2.505,1.6476e-06
-2.405,1.6276e-06
-2.3052,1.6496e-06
-2.2053,1.6839e-06
-2.1051,1.7068e-06
-2.0048,1.7197e-06
-1.9049,1.712e-06
-1.805,1.7715e-06
-1.7053,1.7631e-06
-1.6053,1.7685e-06
-1.505,1.8329e-06
-1.405,1.8384e-06
-1.305,1.829e-06
-1.2051,1.8929e-06
-1.1049,1.9098e-06
-1.005,1.9091e-06
-0.90501,1.9478e-06
-0.80503,1.9413e-06
-0.70509,1.9626e-06
-0.60469,2.0455e-06
-0.50483,2.0666e-06
-0.40491,2.1055e-06
-0.30506,2.0987e-06
-0.20511,2.1309e-06
-0.10485,2.1861e-06
-0.0048778,2.2262e-06
0.094932,2.2774e-06
0.19492,2.3239e-06
0.29515,2.3156e-06
0.39481,2.4331e-06
0.49479,2.5394e-06
0.59462,2.6249e-06
0.69484,2.7183e-06
0.79476,2.7821e-06
0.8947,2.8625e-06
0.99469,2.8689e-06
1.0941,3.5099e-06
1.1939,3.5693e-06
1.2937,3.9219e-06
1.3934,4.1857e-06
1.4931,4.4726e-06
1.5931,4.8364e-06
1.6926,5.1716e-06
1.7922,5.3696e-06
1.8921,5.5917e-06
1.9919,6.0276e-06
2.0916,6.3763e-06
2.1913,6.7049e-06
2.2912,6.9439e-06
2.3908,7.3054e-06
2.4906,7.5041e-06
2.5905,7.5639e-06
2.6902,7.7901e-06
2.7905,7.7895e-06
2.8906,7.8865e-06
2.9904,7.98e-06
3.0903,8.0083e-06
3.1905,8.0064e-06
3.2904,8.0952e-06
3.3905,8.1202e-06
3.4904,8.0888e-06
3.5902,8.2724e-06
3.6908,8.2492e-06
3.7904,8.2397e-06
3.8904,8.2911e-06
3.9904,8.3153e-06
4.0906,8.2745e-06
4.1905,8.3374e-06
4.2907,8.3948e-06
4.3906,8.3215e-06
4.4905,8.5167e-06
4.5905,8.4853e-06
4.6904,8.4579e-06
4.7903,8.5772e-06
4.8906,8.5618e-06
4.9906,8.5422e-06
