Photodiode Current (A),Temperature (C)
-1.4952e-07,-272.4859471365639
-1.4921e-07,-272.482731277533
-1.5331e-07,-272.4859471365639
-1.5635e-07,-272.4778414096916
-1.5187e-07,-272.4855066079295
-1.5151e-07,-272.50480176211454
-1.5132e-07,-272.49317180616737
-1.4933e-07,-272.4844933920705
-1.5314e-07,-272.4962114537445
-1.5161e-07,-272.4642731277533
-1.7085e-07,-272.45616740088104
-1.6652e-07,-272.4976651982379
-1.581e-07,-272.4991629955947
-1.6307e-07,-272.47801762114534
-1.6604e-07,-272.4838325991189
-1.5984e-07,-272.47841409691625
-1.5718e-07,-272.4759911894273
-1.6001e-07,-272.4872687224669
-1.5748e-07,-272.4758149779735
-1.5869e-07,-272.48118942731276
