Photodiode Current (A),Temperature (C)
-1.5823e-07,-272.4548017621145
-1.6229e-07,-272.43533039647576
-1.5775e-07,-272.4508370044053
-1.5574e-07,-272.4134801762114
-1.5764e-07,-272.44180616740084
-1.5796e-07,-272.4483259911894
-1.6145e-07,-272.45837004405286
-1.611e-07,-272.4751982378854
-1.6292e-07,-272.460704845815
-1.581e-07,-272.47792951541845
-1.8838e-07,-272.4144933920705
-1.8335e-07,-272.41938325991185
-1.7745e-07,-272.4479735682819
-1.7578e-07,-272.44251101321584
-1.7215e-07,-272.4611453744493
-1.7062e-07,-272.4677092511013
-1.7111e-07,-272.446872246696
-1.673e-07,-272.4395594713656
-1.6677e-07,-272.4398678414097
-1.6108e-07,-272.4774889867841
