Photodiode Current (A),Temperature (C)
-1.687e-07,-272.4156828193832
-1.6629e-07,-272.43458149779735
-1.6872e-07,-272.4135682819383
-1.6573e-07,-272.4500881057269
-1.6841e-07,-272.4506607929515
-1.6261e-07,-272.41889867841405
-1.6227e-07,-272.4290748898678
-1.7014e-07,-272.4282378854625
-1.6851e-07,-272.4162555066079
-1.6612e-07,-272.43118942731275
-1.8804e-07,-272.44740088105726
-1.7688e-07,-272.45506607929514
-1.7127e-07,-272.4394713656387
-1.7377e-07,-272.423436123348
-1.6518e-07,-272.4272246696035
-1.621e-07,-272.4748017621145
-1.6369e-07,-272.45277533039643
-1.6753e-07,-272.47546255506603
-1.624e-07,-272.4732599118943
-1.5459e-07,-272.4657709251101
