Photodiode Current (A),Temperature (C)
-1.5859e-07,-272.45488986784136
-1.62e-07,-272.47132158590307
-1.5381e-07,-272.4596916299559
-1.5586e-07,-272.46814977973565
-1.5685e-07,-272.44475770925106
-1.5563e-07,-272.46845814977974
-1.5641e-07,-272.4650220264317
-1.5333e-07,-272.49114537444933
-1.6016e-07,-272.44361233480174
-1.5501e-07,-272.48044052863435
-1.7768e-07,-272.49436123348016
-1.7159e-07,-272.4884581497797
-1.642e-07,-272.46837004405285
-1.6407e-07,-272.47986784140966
-1.616e-07,-272.482731277533
-1.6416e-07,-272.4857709251101
-1.5578e-07,-272.5005286343612
-1.5545e-07,-272.49066079295153
-1.5105e-07,-272.48374449339207
-1.5379e-07,-272.4725110132158
