Pixel 1,
V (V),J (A/cm^2)
-5.0026,-0.00027442
-4.9034,-0.00016267
-4.8041,-9.442e-05
-4.7004,-5.0797e-05
-4.6026,-2.7537e-05
-4.5039,-1.3979e-05
-4.3985,-6.3587e-06
-4.3023,-2.6256e-06
-4.2042,-6.2102e-07
-4.1052,3.8839e-07
-4.0058,8.6063e-07
-3.9056,1.0451e-06
-3.8057,1.0983e-06
-3.7059,1.1558e-06
-3.6059,1.2327e-06
-3.5059,1.2576e-06
-3.4056,1.2592e-06
-3.3056,1.2619e-06
-3.2058,1.3048e-06
-3.106,1.4034e-06
-3.0058,1.3763e-06
-2.9058,1.4426e-06
-2.8059,1.4755e-06
-2.7057,1.4854e-06
-2.6058,1.6228e-06
-2.5057,1.5925e-06
-2.4058,1.6471e-06
-2.3059,1.6182e-06
-2.2059,1.6469e-06
-2.1058,1.6964e-06
-2.0055,1.6864e-06
-1.9057,1.6931e-06
-1.8057,1.7504e-06
-1.7059,1.729e-06
-1.606,1.7267e-06
-1.5056,1.8421e-06
-1.4056,1.7639e-06
-1.3057,1.8121e-06
-1.2058,1.8151e-06
-1.1055,1.8281e-06
-1.0057,1.8164e-06
-0.90559,1.9186e-06
-0.80564,1.8695e-06
-0.70571,1.9114e-06
-0.60526,1.951e-06
-0.50542,1.934e-06
-0.40548,1.9642e-06
-0.30566,1.978e-06
-0.20555,1.9489e-06
-0.10537,2.0319e-06
-0.0052946,2.0232e-06
0.094603,1.9656e-06
0.19456,2.0518e-06
0.29478,2.0771e-06
0.39458,2.0297e-06
0.49459,2.075e-06
0.59453,2.1403e-06
0.69485,2.1097e-06
0.79479,2.1606e-06
0.89485,2.2318e-06
0.99473,2.1809e-06
1.0945,2.2689e-06
1.1947,2.2568e-06
1.2949,2.2936e-06
1.3947,2.3832e-06
1.4946,2.4494e-06
1.5949,2.56e-06
1.6947,2.5204e-06
1.7944,2.4655e-06
1.8945,2.5255e-06
1.9948,2.6301e-06
2.0948,2.676e-06
2.1945,2.8387e-06
2.2947,2.8405e-06
2.3946,2.9386e-06
2.4944,3.1261e-06
2.5943,3.2993e-06
2.6944,2.9823e-06
2.7946,3.4662e-06
2.8939,3.8733e-06
2.9942,3.8844e-06
3.0938,4.0028e-06
3.1944,3.8582e-06
3.294,4.0871e-06
3.394,3.7666e-06
3.4938,4.0475e-06
3.5936,4.2548e-06
3.6942,4.3236e-06
3.7938,4.3915e-06
3.8938,4.4425e-06
3.994,4.2387e-06
4.0939,4.4721e-06
4.194,4.5193e-06
4.2941,4.4568e-06
4.394,4.4772e-06
4.494,4.5002e-06
4.594,4.5306e-06
4.6938,4.5629e-06
4.7939,4.6341e-06
4.8941,4.5871e-06
4.994,4.6182e-06
