Pixel 1,
V (V),J (A/cm^2)
-4.9981,-0.00071249
-4.9001,-0.00048141
-4.8019,-0.00031159
-4.703,-0.00019058
-4.6039,-0.00010982
-4.4995,-6.0339e-05
-4.4017,-3.3301e-05
-4.3032,-1.785e-05
-4.2039,-9.1407e-06
-4.1009,-3.7576e-06
-4.0037,-1.1855e-06
-3.9047,2.5175e-07
-3.8054,8.8036e-07
-3.7057,1.106e-06
-3.6058,1.2309e-06
-3.5059,1.2473e-06
-3.4055,1.2417e-06
-3.3056,1.305e-06
-3.2056,1.3148e-06
-3.1059,1.3115e-06
-3.0057,1.3519e-06
-2.9057,1.4444e-06
-2.8057,1.4765e-06
-2.7057,1.5128e-06
-2.6058,1.5869e-06
-2.5053,1.4217e-06
-2.4054,1.4068e-06
-2.3056,1.4564e-06
-2.2057,1.5447e-06
-2.1056,1.5132e-06
-2.0054,1.6228e-06
-1.9056,1.7307e-06
-1.8056,1.7475e-06
-1.7059,1.6086e-06
-1.6059,1.743e-06
-1.5055,1.7336e-06
-1.4054,1.6652e-06
-1.3055,1.7415e-06
-1.2056,1.7474e-06
-1.1053,1.7201e-06
-1.0055,1.7441e-06
-0.90542,1.8205e-06
-0.80541,1.7084e-06
-0.70538,1.7421e-06
-0.60499,1.8045e-06
-0.50514,1.8233e-06
-0.40519,1.803e-06
-0.30537,1.8125e-06
-0.20536,1.8564e-06
-0.10505,1.832e-06
-0.0050672,1.8527e-06
0.09479,1.9049e-06
0.19484,1.8885e-06
0.29501,1.8963e-06
0.39466,2.0165e-06
0.49462,2.2338e-06
0.59449,2.226e-06
0.69472,2.3116e-06
0.79479,2.3398e-06
0.89478,2.3813e-06
0.99472,2.3804e-06
1.0945,2.3998e-06
1.1946,2.5021e-06
1.2946,2.5369e-06
1.3946,2.5629e-06
1.4944,2.6843e-06
1.5948,2.749e-06
1.6945,2.7653e-06
1.7942,2.8517e-06
1.8942,2.8908e-06
1.9945,2.9573e-06
2.0945,3.067e-06
2.1941,3.1777e-06
2.2943,2.972e-06
2.3948,3.0856e-06
2.4942,3.2147e-06
2.595,2.7819e-06
2.6943,3.3122e-06
2.7945,3.4476e-06
2.8944,3.5914e-06
2.9945,3.3625e-06
3.094,3.8276e-06
3.1941,3.979e-06
3.2942,3.8759e-06
3.3948,3.5756e-06
3.4939,4.067e-06
3.5942,3.9467e-06
3.6944,4.2066e-06
3.7939,4.3965e-06
3.8939,4.4371e-06
3.9939,4.4133e-06
4.0938,4.6026e-06
4.1939,4.6551e-06
4.2941,4.5877e-06
4.3939,4.5877e-06
4.494,4.6576e-06
4.5941,4.2752e-06
4.694,4.4972e-06
4.7942,4.3932e-06
4.8942,4.7264e-06
4.994,4.6655e-06
