Pixel 1,
V (V),J (A/cm^2)
-5.0031,-0.00022933
-4.9037,-0.00013495
-4.7985,-7.3306e-05
-4.7014,-4.0534e-05
-4.6033,-2.1161e-05
-4.5043,-1.0577e-05
-4.4002,-4.6325e-06
-4.3034,-1.5642e-06
-4.205,-4.2503e-08
-4.1056,7.9351e-07
-4.006,1.0397e-06
-3.9058,1.1288e-06
-3.8059,1.1592e-06
-3.706,1.2322e-06
-3.606,1.2582e-06
-3.506,1.2323e-06
-3.4057,1.23e-06
-3.3058,1.2924e-06
-3.2058,1.27e-06
-3.106,1.2841e-06
-3.0059,1.3511e-06
-2.9058,1.3365e-06
-2.8058,1.4022e-06
-2.7057,1.4558e-06
-2.6059,1.4714e-06
-2.5056,1.5095e-06
-2.4057,1.5218e-06
-2.3058,1.5741e-06
-2.2058,1.5617e-06
-2.1058,1.5839e-06
-2.0055,1.5942e-06
-1.9056,1.5839e-06
-1.8056,1.6332e-06
-1.7059,1.5668e-06
-1.606,1.726e-06
-1.5056,1.6919e-06
-1.4056,1.6644e-06
-1.3056,1.7239e-06
-1.2057,1.7207e-06
-1.1054,1.6997e-06
-1.0056,1.7593e-06
-0.9055,1.7597e-06
-0.80553,1.7359e-06
-0.70555,1.7182e-06
-0.60506,1.7549e-06
-0.50525,1.7691e-06
-0.40535,1.8419e-06
-0.30543,1.8182e-06
-0.20549,1.8162e-06
-0.10525,1.8689e-06
-0.0051837,1.8492e-06
0.094675,1.8525e-06
0.19458,2.1182e-06
0.29487,1.9868e-06
0.3946,1.9912e-06
0.4946,2.0648e-06
0.59459,1.9916e-06
0.6949,1.9481e-06
0.79491,2.0221e-06
0.89501,2.0207e-06
0.99486,2.0461e-06
1.0946,2.0931e-06
1.1949,2.149e-06
1.2948,2.1549e-06
1.3948,2.2135e-06
1.4949,2.2135e-06
1.5951,2.3067e-06
1.6949,2.2826e-06
1.7945,2.4194e-06
1.8946,2.4065e-06
1.9949,2.441e-06
2.0949,2.4591e-06
2.1947,2.5761e-06
2.2946,2.7092e-06
2.3946,2.6256e-06
2.4946,2.8311e-06
2.5943,3.1306e-06
2.694,3.269e-06
2.7947,3.2804e-06
2.8947,3.5683e-06
2.9943,3.3925e-06
3.094,3.7788e-06
3.1943,3.5904e-06
3.2942,3.9122e-06
3.394,4.081e-06
3.4938,4.1558e-06
3.5937,4.0427e-06
3.6941,4.1375e-06
3.7936,4.5057e-06
3.8935,4.5758e-06
3.9936,4.5447e-06
4.0938,4.6281e-06
4.1938,4.665e-06
4.2938,4.6907e-06
4.3937,4.6576e-06
4.4937,4.7071e-06
4.5937,4.8182e-06
4.6936,4.7669e-06
4.7936,4.8694e-06
4.8937,4.9198e-06
4.9938,4.9291e-06
