Pixel 1,
V (V),J (A/cm^2)
-4.9991,-0.00062263
-4.9009,-0.00041703
-4.8024,-0.00026382
-4.7034,-0.0001573
-4.6042,-9.2461e-05
-4.5006,-4.9438e-05
-4.4023,-2.7027e-05
-4.3036,-1.4485e-05
-4.1982,-6.6181e-06
-4.102,-2.8578e-06
-4.0043,-5.8236e-07
-3.905,4.8527e-07
-3.8056,9.4175e-07
-3.7059,1.1655e-06
-3.6058,1.1837e-06
-3.5059,1.2126e-06
-3.4056,1.2184e-06
-3.3056,1.2853e-06
-3.2057,1.2601e-06
-3.1059,1.2723e-06
-3.0057,1.3317e-06
-2.9056,1.3042e-06
-2.8056,1.3237e-06
-2.7056,1.3812e-06
-2.6056,1.3594e-06
-2.5055,1.3898e-06
-2.4055,1.4442e-06
-2.3056,1.4258e-06
-2.2057,1.4797e-06
-2.1056,1.5051e-06
-2.0053,1.5207e-06
-1.9055,1.57e-06
-1.8055,1.5785e-06
-1.7057,1.5442e-06
-1.6058,1.6147e-06
-1.5054,1.6221e-06
-1.4054,1.6099e-06
-1.3055,1.6673e-06
-1.2056,1.6884e-06
-1.1054,1.689e-06
-1.0055,1.7306e-06
-0.90545,1.7094e-06
-0.80552,1.7546e-06
-0.70548,1.7748e-06
-0.60508,1.814e-06
-0.50521,1.791e-06
-0.40526,1.7806e-06
-0.30547,1.8347e-06
-0.20543,1.8758e-06
-0.10513,1.8195e-06
-0.0051309,1.871e-06
0.094797,1.8546e-06
0.19466,1.8576e-06
0.29497,1.9326e-06
0.39478,1.9009e-06
0.49463,2.0917e-06
0.59462,2.0226e-06
0.69499,1.9718e-06
0.79497,2.0684e-06
0.89508,2.0112e-06
0.99499,1.9955e-06
1.0948,2.0219e-06
1.195,2.0919e-06
1.295,2.0607e-06
1.3949,2.1699e-06
1.4949,2.1501e-06
1.5953,2.1745e-06
1.6951,2.1541e-06
1.7948,2.2173e-06
1.8947,2.3008e-06
1.995,2.5126e-06
2.0951,2.4547e-06
2.195,2.5304e-06
2.2952,2.4588e-06
2.395,2.6715e-06
2.4947,2.8026e-06
2.595,2.688e-06
2.6949,2.6274e-06
2.795,2.7605e-06
2.8951,2.7553e-06
2.995,2.8984e-06
3.0944,3.2882e-06
3.1948,3.3439e-06
3.2947,3.5177e-06
3.3944,3.6643e-06
3.4941,3.7886e-06
3.594,3.9883e-06
3.6944,4.0607e-06
3.7941,4.0721e-06
3.894,4.1336e-06
3.994,4.2177e-06
4.0942,4.2434e-06
4.1942,4.2726e-06
4.2943,4.3444e-06
4.394,4.4294e-06
4.494,4.4775e-06
4.5941,4.4929e-06
4.6941,4.88e-06
4.7942,4.3119e-06
4.8941,4.5985e-06
4.994,4.7501e-06
