Photodiode Current (A),Temperature (C)
2.0366e-06,-264.0442731277533
2.0921e-06,-264.0477973568282
2.0448e-06,-263.9006607929515
2.0892e-06,-264.0918502202643
2.0495e-06,-263.9416299559471
2.0784e-06,-264.0209251101321
2.0559e-06,-264.1160792951542
2.0752e-06,-263.90682819383255
2.0719e-06,-264.0544052863436
2.0521e-06,-263.90154185022027
2.0774e-06,-263.945154185022
2.0707e-06,-263.8654185022026
2.0909e-06,-264.0323788546255
2.0626e-06,-263.78656387665194
2.1085e-06,-264.02665198237884
2.0615e-06,-263.7733480176211
2.1141e-06,-264.0350220264317
2.0623e-06,-263.77643171806164
2.1088e-06,-263.9781938325991
2.0546e-06,-263.75
