Photodiode Current (A),Temperature (C)
2.0836e-06,-263.94823788546256
2.0313e-06,-264.14647577092506
2.0847e-06,-263.93458149779735
2.039e-06,-264.19229074889864
2.0878e-06,-263.95
2.0359e-06,-264.1517621145374
2.088e-06,-264.04251101321586
2.0464e-06,-264.02753303964755
2.089e-06,-264.0905286343612
2.0454e-06,-263.9588105726872
2.0322e-06,-263.91740088105723
2.0872e-06,-264.0372246696035
2.0381e-06,-263.8887665198238
2.1079e-06,-264.10154185022026
2.0535e-06,-263.81299559471364
2.1125e-06,-264.024449339207
2.0902e-06,-263.7834801762114
2.0768e-06,-264.01740088105726
2.1059e-06,-263.81387665198235
2.0712e-06,-263.9226872246696
