Photodiode Current (A),Temperature (C)
2.0735e-06,-263.88568281938325
2.0824e-06,-264.07555066079294
2.0929e-06,-263.83766519823786
2.0716e-06,-264.05176211453744
2.1088e-06,-263.82621145374446
2.064e-06,-264.01651982378854
2.1213e-06,-263.87158590308366
2.0632e-06,-263.99317180616737
2.1171e-06,-263.9359030837004
2.0606e-06,-263.93458149779735
2.0919e-06,-263.88788546255506
2.0683e-06,-263.83325991189423
2.1205e-06,-263.8187224669603
2.0732e-06,-263.87422907488985
2.1263e-06,-263.74911894273123
2.0813e-06,-263.94251101321584
2.1204e-06,-263.73105726872245
2.0767e-06,-263.9522026431718
2.1236e-06,-263.69008810572683
2.0993e-06,-263.924449339207
