Photodiode Current (A),Temperature (C)
2.0632e-06,-263.9429515418502
2.1204e-06,-263.8464757709251
2.0809e-06,-263.8522026431718
2.1066e-06,-263.9006607929515
2.0896e-06,-263.78788546255504
2.1009e-06,-263.89889867841407
2.1107e-06,-263.7363436123348
2.0869e-06,-263.99140969162994
2.1216e-06,-263.74030837004403
2.0842e-06,-263.9689427312775
2.1363e-06,-263.7041850220264
2.0832e-06,-263.89581497797354
2.1317e-06,-263.7006607929515
2.0926e-06,-263.8781938325991
2.1196e-06,-263.7962555066079
2.1098e-06,-263.77422907488983
2.1112e-06,-263.7883259911894
2.1198e-06,-263.6883259911894
2.0911e-06,-263.8081497797357
2.1339e-06,-263.6870044052863
