Photodiode Current (A),Temperature (C)
2.0784e-06,-264.0429515418502
2.0615e-06,-264.05220264317177
2.0779e-06,-264.10947136563874
2.0463e-06,-264.03678414096913
2.0828e-06,-264.04911894273124
2.04e-06,-264.0711453744493
2.0994e-06,-264.118281938326
2.0348e-06,-264.02753303964755
2.0817e-06,-264.14779735682816
2.0334e-06,-264.02973568281936
2.0255e-06,-263.381718061674
2.1019e-06,-263.39801762114536
2.0547e-06,-263.38392070484576
2.1055e-06,-263.4046255506608
2.0646e-06,-263.3033039647577
2.0895e-06,-263.5209251101321
2.0658e-06,-263.6988986784141
2.0871e-06,-263.8588105726872
2.0907e-06,-264.10903083700435
2.2157e-06,-263.8698237885462
