Pixel 1,
V (V),J (A/cm^2)
-4.9982,-7.0041e-05
-4.901,-3.7673e-05
-4.8028,-1.8196e-05
-4.7036,-8.3239e-06
-4.6014,-3.1944e-06
-4.5037,-8.6947e-07
-4.4043,1.3887e-07
-4.3049,5.7002e-07
-4.2052,9.2427e-07
-4.1054,1.2798e-06
-4.0058,1.4308e-06
-3.9056,1.5909e-06
-3.8056,1.6249e-06
-3.7058,1.6859e-06
-3.6057,1.6941e-06
-3.5058,1.7142e-06
-3.4055,1.6756e-06
-3.3054,1.7187e-06
-3.2055,1.7104e-06
-3.1058,1.7693e-06
-3.0056,1.764e-06
-2.9056,1.7824e-06
-2.8056,1.8274e-06
-2.7054,1.7883e-06
-2.6056,1.827e-06
-2.5054,1.8426e-06
-2.4055,1.8478e-06
-2.3056,1.8896e-06
-2.2056,1.9163e-06
-2.1055,1.9492e-06
-2.0052,1.9426e-06
-1.9053,1.9101e-06
-1.8053,1.9226e-06
-1.7057,1.9983e-06
-1.6057,1.9541e-06
-1.5053,1.9931e-06
-1.4054,2.0452e-06
-1.3054,2.0589e-06
-1.2055,2.0927e-06
-1.1053,2.0735e-06
-1.0054,2.0833e-06
-0.90536,2.1184e-06
-0.80546,2.1391e-06
-0.70547,2.1721e-06
-0.605,2.2098e-06
-0.50515,2.1884e-06
-0.40531,2.2704e-06
-0.30546,2.2878e-06
-0.20547,2.3241e-06
-0.10529,2.4097e-06
-0.0052184,2.4104e-06
0.094545,2.4838e-06
0.1945,2.52e-06
0.29472,2.5428e-06
0.39443,2.6127e-06
0.49444,2.6695e-06
0.59426,2.7805e-06
0.69446,2.8923e-06
0.79443,2.9376e-06
0.89432,3.059e-06
0.99416,3.229e-06
1.0938,3.3511e-06
1.1939,3.4967e-06
1.2938,3.6091e-06
1.3936,3.7478e-06
1.4934,3.9974e-06
1.5936,4.149e-06
1.6931,4.3663e-06
1.7927,4.6369e-06
1.8925,4.8297e-06
1.9925,5.1118e-06
2.0922,5.4568e-06
2.1921,5.6515e-06
2.2919,5.9836e-06
2.3916,6.2708e-06
2.4913,6.6062e-06
2.5909,6.9108e-06
2.6906,7.1395e-06
2.7904,7.5962e-06
2.8903,7.8961e-06
2.99,7.7617e-06
3.0896,8.4244e-06
3.1897,8.3801e-06
3.2893,8.8423e-06
3.3896,9.1544e-06
3.4886,9.5544e-06
3.5885,9.6519e-06
3.6891,9.6486e-06
3.7885,9.8542e-06
3.8884,9.9446e-06
3.9883,1.0047e-05
4.0884,1.0145e-05
4.1884,1.0256e-05
4.2885,1.0244e-05
4.3883,1.0357e-05
4.4884,1.0406e-05
4.5884,1.031e-05
4.6881,1.0418e-05
4.7882,1.0443e-05
4.8883,1.0555e-05
4.9883,1.0589e-05
