Pixel 1,
V (V),J (A/cm^2)
-4.9928,-0.0001316
-4.8977,-7.3585e-05
-4.8009,-3.9504e-05
-4.7027,-1.9189e-05
-4.6038,-8.351e-06
-4.5017,-2.8373e-06
-4.404,-1.7033e-07
-4.3053,9.61e-07
-4.2057,1.4326e-06
-4.1058,1.5272e-06
-4.006,1.5887e-06
-3.9057,1.6541e-06
-3.8057,1.6326e-06
-3.7058,1.6641e-06
-3.6058,1.7045e-06
-3.5059,1.7017e-06
-3.4056,1.7267e-06
-3.3056,1.7283e-06
-3.2057,1.7529e-06
-3.106,1.8055e-06
-3.0057,1.7814e-06
-2.9057,1.7978e-06
-2.8057,1.8653e-06
-2.7055,1.8325e-06
-2.6057,1.8453e-06
-2.5055,1.9056e-06
-2.4055,1.872e-06
-2.3056,1.8698e-06
-2.2057,1.9185e-06
-2.1056,1.944e-06
-2.0054,1.9293e-06
-1.9054,1.9836e-06
-1.8054,1.9492e-06
-1.7058,2.012e-06
-1.6058,2.0385e-06
-1.5055,2.0495e-06
-1.4055,2.0311e-06
-1.3055,2.0385e-06
-1.2055,2.0217e-06
-1.1054,2.0841e-06
-1.0054,2.0471e-06
-0.90541,2.048e-06
-0.8054,2.1019e-06
-0.70546,2.0758e-06
-0.60503,2.1294e-06
-0.50517,2.1355e-06
-0.40524,2.1393e-06
-0.30539,2.1119e-06
-0.20538,2.1519e-06
-0.1051,2.1297e-06
-0.0051179,2.1904e-06
0.09478,2.1906e-06
0.19477,2.1673e-06
0.29497,2.2022e-06
0.39477,2.1984e-06
0.49478,2.2408e-06
0.59473,2.2449e-06
0.69498,2.2933e-06
0.79506,2.2539e-06
0.89506,2.3284e-06
0.99502,2.2941e-06
1.0948,2.3066e-06
1.195,2.3426e-06
1.2949,2.3981e-06
1.395,2.4274e-06
1.4949,2.4289e-06
1.5952,2.4232e-06
1.695,2.4951e-06
1.7948,2.5162e-06
1.8947,2.5388e-06
1.995,2.6315e-06
2.095,2.6184e-06
2.1949,2.7026e-06
2.2951,2.757e-06
2.3951,2.7713e-06
2.4949,2.8739e-06
2.5949,2.8719e-06
2.6947,2.941e-06
2.795,3.0404e-06
2.895,3.1007e-06
2.9949,3.15e-06
3.0947,3.2476e-06
3.1948,3.3006e-06
3.2948,3.4288e-06
3.3947,3.5489e-06
3.4945,3.6028e-06
3.5944,3.7444e-06
3.6948,3.9098e-06
3.7942,4.0564e-06
3.8941,4.1927e-06
3.994,4.3583e-06
4.0941,4.5156e-06
4.1939,4.8089e-06
4.2938,4.9593e-06
4.3934,5.1767e-06
4.4932,5.4401e-06
4.5928,5.7007e-06
4.6926,5.9864e-06
4.7922,6.4408e-06
4.8921,6.5854e-06
4.9918,7.1599e-06
