Pixel 1,
V (V),J (A/cm^2)
-5.0034,-1.1172e-06
-4.9048,3.8178e-07
-4.8054,1.014e-06
-4.7055,1.1457e-06
-4.6057,1.2372e-06
-4.5057,1.2289e-06
-4.4055,1.2835e-06
-4.3056,1.3011e-06
-4.2055,1.2845e-06
-4.1055,1.3292e-06
-4.0056,1.3566e-06
-3.9053,1.3361e-06
-3.8054,1.3786e-06
-3.7055,1.3911e-06
-3.6054,1.3903e-06
-3.5055,1.4028e-06
-3.4053,1.4315e-06
-3.3052,1.4426e-06
-3.2053,1.4536e-06
-3.1055,1.4611e-06
-3.0054,1.4973e-06
-2.9053,1.497e-06
-2.8053,1.504e-06
-2.7052,1.536e-06
-2.6053,1.5289e-06
-2.5051,1.5562e-06
-2.4051,1.6012e-06
-2.3053,1.5687e-06
-2.2054,1.5963e-06
-2.1052,1.6117e-06
-2.005,1.6294e-06
-1.9051,1.6235e-06
-1.8051,1.6675e-06
-1.7054,1.6111e-06
-1.6054,1.672e-06
-1.5051,1.6807e-06
-1.4051,1.6836e-06
-1.3051,1.7081e-06
-1.2052,1.7411e-06
-1.105,1.7105e-06
-1.0051,1.7373e-06
-0.90505,1.7561e-06
-0.80504,1.7655e-06
-0.70509,1.7611e-06
-0.60463,1.8046e-06
-0.50484,1.8038e-06
-0.40497,1.7973e-06
-0.30508,1.8653e-06
-0.20508,1.8851e-06
-0.10483,1.8168e-06
-0.0048561,1.8643e-06
0.095086,1.8922e-06
0.19509,1.8572e-06
0.29527,1.8682e-06
0.39505,1.9231e-06
0.49508,1.8753e-06
0.59501,1.9238e-06
0.69533,1.9837e-06
0.79534,1.971e-06
0.89534,1.9964e-06
0.9953,1.9825e-06
1.0951,1.9862e-06
1.1952,2.0417e-06
1.2952,2.0722e-06
1.3953,2.0584e-06
1.4952,2.0905e-06
1.5956,2.1594e-06
1.6954,2.1303e-06
1.7951,2.1888e-06
1.895,2.2016e-06
1.9954,2.233e-06
2.0954,2.3336e-06
2.1954,2.2956e-06
2.2955,2.3576e-06
2.3954,2.42e-06
2.4954,2.455e-06
2.5953,2.4532e-06
2.6952,2.5299e-06
2.7955,2.5971e-06
2.8954,2.673e-06
2.9954,2.7135e-06
3.0951,2.7851e-06
3.1952,2.9305e-06
3.2951,3.0273e-06
3.3951,3.0868e-06
3.4948,3.2108e-06
3.5948,3.3376e-06
3.6951,3.55e-06
3.7945,3.7131e-06
3.8945,3.8334e-06
3.9945,3.893e-06
4.0944,4.1084e-06
4.1943,4.3066e-06
4.2944,4.4232e-06
4.3938,4.7127e-06
4.4938,4.9196e-06
4.5933,5.3252e-06
4.6929,5.8e-06
4.7923,5.9951e-06
4.8927,6.0809e-06
4.992,6.7966e-06
