Pixel 1,
V (V),J (A/cm^2)
-4.9953,-0.00010343
-4.8993,-5.6562e-05
-4.8018,-2.8496e-05
-4.7031,-1.3966e-05
-4.5991,-5.2641e-06
-4.503,-1.5465e-06
-4.4047,4.4863e-07
-4.3056,1.2544e-06
-4.2058,1.5085e-06
-4.1057,1.5458e-06
-4.0059,1.6276e-06
-3.9056,1.6097e-06
-3.8057,1.6808e-06
-3.7058,1.6849e-06
-3.6058,1.6814e-06
-3.5059,1.7423e-06
-3.4055,1.7616e-06
-3.3055,1.7284e-06
-3.2056,1.731e-06
-3.1059,1.8029e-06
-3.0057,1.8068e-06
-2.9056,1.8155e-06
-2.8057,1.793e-06
-2.7055,1.8558e-06
-2.6057,1.8599e-06
-2.5054,1.8379e-06
-2.4055,1.9035e-06
-2.3056,1.9026e-06
-2.2057,1.8886e-06
-2.1056,1.9547e-06
-2.0053,1.9401e-06
-1.9054,1.9356e-06
-1.8055,1.9912e-06
-1.7057,1.977e-06
-1.6057,1.9846e-06
-1.5054,2.0301e-06
-1.4054,2.0091e-06
-1.3054,2.0031e-06
-1.2055,2.0296e-06
-1.1053,2.0776e-06
-1.0054,2.0591e-06
-0.90534,2.0963e-06
-0.80543,2.0973e-06
-0.70547,2.1409e-06
-0.605,2.095e-06
-0.50514,2.1259e-06
-0.40523,2.122e-06
-0.3054,2.1707e-06
-0.20539,2.1813e-06
-0.10509,2.1527e-06
-0.0051231,2.1653e-06
0.09473,2.4045e-06
0.1947,2.2251e-06
0.2948,2.436e-06
0.3946,2.3442e-06
0.49458,2.476e-06
0.59444,2.5415e-06
0.69465,2.6264e-06
0.79471,2.6766e-06
0.8947,2.7185e-06
0.99457,2.7479e-06
1.0942,2.5931e-06
1.1949,2.4529e-06
1.2949,2.472e-06
1.3948,2.5709e-06
1.4948,2.6014e-06
1.5951,2.5998e-06
1.6948,2.6789e-06
1.7946,2.7297e-06
1.8944,2.7887e-06
1.9948,2.8106e-06
2.0949,2.8569e-06
2.1948,2.8971e-06
2.2948,2.9738e-06
2.3948,3.1344e-06
2.4947,3.1632e-06
2.5949,2.9075e-06
2.6947,2.95e-06
2.795,3.096e-06
2.8951,3.0884e-06
2.9949,3.1913e-06
3.0947,3.2286e-06
3.1924,8.172e-06
3.2896,8.7101e-06
3.3946,3.6049e-06
3.4944,3.6519e-06
3.5938,4.1946e-06
3.6943,4.1642e-06
3.7942,4.2488e-06
3.8941,4.2174e-06
3.9939,4.463e-06
4.0939,4.6971e-06
4.1938,4.8619e-06
4.2936,5.0729e-06
4.3933,5.3418e-06
4.4931,5.5584e-06
4.5928,5.8379e-06
4.6925,6.1916e-06
4.7922,6.3627e-06
4.8915,7.1155e-06
4.9919,7.1327e-06
