Pixel 1,
V (V),J (A/cm^2)
-4.9926,-0.00013929
-4.8973,-8.4995e-05
-4.8006,-4.8199e-05
-4.7026,-2.6814e-05
-4.6038,-1.4031e-05
-4.4984,-6.7017e-06
-4.4017,-3.113e-06
-4.3038,-1.1396e-06
-4.2048,-1.2736e-07
-4.1051,2.8128e-07
-4.0055,4.7362e-07
-3.9052,5.4458e-07
-3.8052,5.4716e-07
-3.7053,5.86e-07
-3.6053,6.013e-07
-3.5053,5.8992e-07
-3.405,5.9365e-07
-3.305,6.3314e-07
-3.2051,6.3107e-07
-3.1053,6.3969e-07
-3.0052,6.3033e-07
-2.9051,6.6574e-07
-2.8051,6.4355e-07
-2.705,6.7614e-07
-2.6051,6.8232e-07
-2.5048,6.7692e-07
-2.4049,6.6979e-07
-2.305,7.0652e-07
-2.2051,7.0824e-07
-2.1049,7.0652e-07
-2.0046,6.9679e-07
-1.9047,7.3187e-07
-1.8048,7.3869e-07
-1.7051,7.2372e-07
-1.6051,7.4358e-07
-1.5047,7.4975e-07
-1.4047,7.3676e-07
-1.3047,7.5705e-07
-1.2048,7.8037e-07
-1.1046,7.5676e-07
-1.0047,7.9374e-07
-0.9046,7.9455e-07
-0.80466,7.8288e-07
-0.70468,8.1717e-07
-0.60422,8.1942e-07
-0.50437,8.2849e-07
-0.40446,8.3661e-07
-0.30464,8.4616e-07
-0.20464,8.3063e-07
-0.10436,8.5351e-07
-0.0043597,8.7132e-07
0.09554,8.5746e-07
0.19552,8.6713e-07
0.29575,9.0788e-07
0.39556,9.154e-07
0.49562,9.2713e-07
0.59555,9.1429e-07
0.69578,9.3532e-07
0.79582,9.5237e-07
0.89585,9.7404e-07
0.99579,9.6771e-07
1.0956,9.8313e-07
1.1958,1.0103e-06
1.2958,1.0153e-06
1.3958,1.0304e-06
1.4957,1.0743e-06
1.596,1.098e-06
1.6959,1.0867e-06
1.7956,1.1474e-06
1.8956,1.1418e-06
1.9959,1.1657e-06
2.0959,1.1965e-06
2.1959,1.2527e-06
2.2961,1.2679e-06
2.396,1.3003e-06
2.4959,1.3658e-06
2.5959,1.3937e-06
2.6958,1.4247e-06
2.7961,1.4817e-06
2.896,1.5324e-06
2.996,1.5934e-06
3.0958,1.6803e-06
3.1959,1.7383e-06
3.2959,1.8051e-06
3.3958,1.9285e-06
3.4957,1.963e-06
3.5956,2.0595e-06
3.696,2.1804e-06
3.7956,2.2513e-06
3.8954,2.3576e-06
3.9954,2.4789e-06
4.0955,2.5864e-06
4.1954,2.7132e-06
4.2954,2.8336e-06
4.395,3.0491e-06
4.495,3.1695e-06
4.595,3.2178e-06
4.6948,3.2214e-06
4.7947,3.2818e-06
4.895,3.3292e-06
4.9949,3.3721e-06
