Photodiode Current (A),Temperature (C)
1.0401e-06,-268.61387665198237
1.002e-06,-268.74251101321585
1.0233e-06,-268.6191629955947
1.0125e-06,-268.6984581497797
1.0168e-06,-268.6517621145374
1.0168e-06,-268.6848017621145
1.0074e-06,-268.6852422907489
1.0234e-06,-268.64603524229074
9.9992e-07,-268.7314977973568
1.0253e-06,-268.6508810572687
1.0304e-06,-268.4737885462555
1.0318e-06,-268.6050660792951
1.0426e-06,-268.45352422907484
1.0279e-06,-268.61255506607927
1.0541e-06,-268.4627753303964
1.0252e-06,-268.58700440528634
1.0566e-06,-268.4702643171806
1.016e-06,-268.5416299559471
1.0561e-06,-268.51607929515416
1.0224e-06,-268.50462555066076
