Photodiode Current (A),Temperature (C)
7.1966e-07,-269.91264317180617
7.376e-07,-269.95365638766515
7.1816e-07,-269.91643171806163
7.2697e-07,-270.01629955947135
7.2883e-07,-269.9001762114537
7.1437e-07,-269.9481497797357
7.2086e-07,-269.9025991189427
7.3321e-07,-269.96872246696034
7.2362e-07,-269.9022907488987
7.3011e-07,-269.98753303964753
7.8381e-07,-269.710308370044
7.7658e-07,-269.56145374449335
7.9086e-07,-269.63215859030834
7.9118e-07,-269.5745374449339
7.8056e-07,-269.7002202643172
7.9126e-07,-269.5807929515418
7.962e-07,-269.6641850220264
7.9329e-07,-269.5337004405286
7.9021e-07,-269.6206607929515
8.029e-07,-269.6156828193832
