Photodiode Current (A),Temperature (C)
1.1603e-06,-268.1174008810572
1.1428e-06,-268.00374449339205
1.1615e-06,-268.0997797356828
1.1629e-06,-268.01960352422907
1.1433e-06,-268.0936123348017
1.1647e-06,-268.04251101321586
1.1324e-06,-268.0447136563876
1.1795e-06,-268.0944933920705
1.1411e-06,-268.00374449339205
1.1831e-06,-268.13634361233477
1.1614e-06,-268.0204845814978
1.1383e-06,-268.0601321585903
1.1728e-06,-267.97643171806163
1.1388e-06,-268.07202643171803
1.1747e-06,-267.9667400881057
1.1415e-06,-268.06365638766516
1.1737e-06,-267.9477973568282
1.1449e-06,-268.07290748898674
1.1742e-06,-267.8997797356828
1.151e-06,-268.0583700440528
