Photodiode Current (A),Temperature (C)
1.2041e-06,-267.75220264317176
1.2207e-06,-267.8887665198238
1.2165e-06,-267.7257709251101
1.207e-06,-267.8918502202643
1.2154e-06,-267.7469162995595
1.2005e-06,-267.9160792951542
1.228e-06,-267.9398678414097
1.1936e-06,-267.7715859030837
1.2271e-06,-267.93237885462554
1.1886e-06,-267.7733480176211
1.1808e-06,-267.74251101321585
1.1878e-06,-267.940308370044
1.1913e-06,-267.7781938325991
1.1873e-06,-267.8803964757709
1.2069e-06,-267.7680616740088
1.1862e-06,-267.88700440528635
1.2084e-06,-267.81035242290744
1.1817e-06,-267.8072687224669
1.2173e-06,-267.84823788546254
1.188e-06,-267.77775330396474
