Pixel 1,
V (V),J (A/cm^2)
-5.0033,-1.5638e-05
-4.9039,-6.8574e-06
-4.8022,-2.3553e-06
-4.7041,-4.6966e-07
-4.6049,2.6416e-07
-4.5051,4.6596e-07
-4.4049,5.2979e-07
-4.305,5.6291e-07
-4.205,5.9279e-07
-4.1049,6.0565e-07
-4.005,5.8956e-07
-3.9048,6.3104e-07
-3.8048,6.3324e-07
-3.7049,6.3034e-07
-3.6049,6.6318e-07
-3.505,6.7569e-07
-3.4047,6.7779e-07
-3.3047,6.9356e-07
-3.2048,7.0391e-07
-3.105,7.1749e-07
-3.0048,7.2769e-07
-2.9047,7.4371e-07
-2.8047,7.5162e-07
-2.7046,7.6252e-07
-2.6047,7.6231e-07
-2.5045,7.8666e-07
-2.4046,8.0443e-07
-2.3047,8.1599e-07
-2.2048,8.2127e-07
-2.1046,8.4188e-07
-2.0044,8.6289e-07
-1.9045,8.4663e-07
-1.8045,8.8481e-07
-1.7048,8.6535e-07
-1.6048,9.0607e-07
-1.5044,9.134e-07
-1.4045,9.1231e-07
-1.3045,9.3662e-07
-1.2046,9.5431e-07
-1.1043,9.6456e-07
-1.0045,9.4224e-07
-0.90442,9.6016e-07
-0.80446,9.6839e-07
-0.70447,9.6947e-07
-0.60405,9.7551e-07
-0.50419,1.0123e-06
-0.40427,1.0036e-06
-0.30447,1.0354e-06
-0.20446,1.0408e-06
-0.10417,1.0448e-06
-0.0041422,1.0564e-06
0.095692,1.0707e-06
0.1957,1.0621e-06
0.29592,1.0674e-06
0.3957,1.0818e-06
0.49574,1.1258e-06
0.59568,1.1032e-06
0.69589,1.1179e-06
0.79598,1.1384e-06
0.89595,1.1513e-06
0.99588,1.1696e-06
1.0957,1.2109e-06
1.1959,1.2244e-06
1.2959,1.2303e-06
1.3959,1.2525e-06
1.4958,1.2723e-06
1.5961,1.3092e-06
1.6959,1.3427e-06
1.7957,1.3531e-06
1.8957,1.3812e-06
1.996,1.4484e-06
2.096,1.466e-06
2.196,1.4809e-06
2.2961,1.5384e-06
2.396,1.5958e-06
2.4959,1.6391e-06
2.5958,1.7213e-06
2.6957,1.7545e-06
2.796,1.8315e-06
2.8959,1.9083e-06
2.9958,2.0253e-06
3.0956,2.0956e-06
3.1957,2.214e-06
3.2957,2.2719e-06
3.3955,2.4398e-06
3.4953,2.5352e-06
3.5952,2.7078e-06
3.6956,2.8176e-06
3.795,2.9615e-06
3.8949,3.1503e-06
3.9948,3.3121e-06
4.0948,3.504e-06
4.1947,3.7233e-06
4.2946,3.8823e-06
4.394,4.2983e-06
4.4939,4.5437e-06
4.5937,4.7136e-06
4.6932,5.1275e-06
4.7932,5.0901e-06
4.893,5.4981e-06
4.9929,5.7374e-06
