Pixel 1,
V (V),J (A/cm^2)
-4.9947,-1.0173e-05
-4.8998,-4.8986e-06
-4.8027,-1.8897e-06
-4.7041,-5.7581e-07
-4.6047,2.5057e-08
-4.5049,2.0396e-07
-4.4047,2.5833e-07
-4.3048,2.5976e-07
-4.2048,2.9382e-07
-4.1047,2.9011e-07
-4.0049,3.0861e-07
-3.9046,3.1497e-07
-3.8046,3.2071e-07
-3.7047,3.4453e-07
-3.6047,3.352e-07
-3.5047,3.5093e-07
-3.4044,3.6589e-07
-3.3044,3.7794e-07
-3.2045,3.7094e-07
-3.1048,4.0159e-07
-3.0045,4.0607e-07
-2.9045,4.0268e-07
-2.8045,4.2493e-07
-2.7044,4.422e-07
-2.6045,4.2971e-07
-2.5043,4.5917e-07
-2.4043,4.6962e-07
-2.3044,4.5988e-07
-2.2045,4.7441e-07
-2.1044,4.9155e-07
-2.0041,4.975e-07
-1.9042,4.9206e-07
-1.8042,5.1887e-07
-1.7045,5.1036e-07
-1.6046,5.2329e-07
-1.5042,5.1943e-07
-1.4042,5.1893e-07
-1.3042,5.3974e-07
-1.2043,5.4953e-07
-1.1041,5.3909e-07
-1.0042,5.5317e-07
-0.90411,5.5506e-07
-0.80417,5.5621e-07
-0.70417,5.6892e-07
-0.60378,5.8156e-07
-0.50388,5.8647e-07
-0.40397,5.8762e-07
-0.30414,5.9664e-07
-0.20415,6.1851e-07
-0.10387,6.2038e-07
-0.0038704,6.2406e-07
0.095994,6.4388e-07
0.19602,6.4564e-07
0.29628,6.5577e-07
0.39603,6.6829e-07
0.49607,6.8006e-07
0.596,6.8341e-07
0.69623,7.0298e-07
0.79632,7.1424e-07
0.89631,7.1176e-07
0.99627,7.21e-07
1.096,7.5982e-07
1.1963,7.5674e-07
1.2962,7.8045e-07
1.3963,8.0146e-07
1.4961,8.0706e-07
1.5965,8.4585e-07
1.6963,8.6235e-07
1.7961,8.7745e-07
1.896,9.0851e-07
1.9964,9.3044e-07
2.0964,9.5212e-07
2.1963,1.0011e-06
2.2965,1.0398e-06
2.3964,1.0727e-06
2.4964,1.1141e-06
2.5963,1.1951e-06
2.6961,1.2615e-06
2.7964,1.2904e-06
2.8964,1.3802e-06
2.9963,1.434e-06
3.0961,1.503e-06
3.1962,1.5934e-06
3.2962,1.6816e-06
3.3962,1.7285e-06
3.4959,1.8132e-06
3.5959,1.9476e-06
3.6964,2.0203e-06
3.7958,2.1744e-06
3.8956,2.3896e-06
3.9955,2.4976e-06
4.0955,2.6945e-06
4.1954,2.8675e-06
4.2954,2.9331e-06
4.3951,3.095e-06
4.495,3.2529e-06
4.595,3.2991e-06
4.6949,3.2603e-06
4.7948,3.3043e-06
4.8951,3.403e-06
4.995,3.4524e-06
