Pixel,PCE (%),FF (%),Jsc (A.cm^-2),Voc (V),Maximum Power (W),Vmp (V),Jmp (A.cm^-2),R Shunt (Ohm.cm^2),R Series (Ohm.cm^2)
Pixel 1,0.00012763802909999998,43.59428904627149,6.293583170889591e-07,-4.652137198436016,1.276380291e-06,-3.7047,3.4453e-07,10386584.719689386,77986.47319317705
