Photodiode Current (A),Temperature (C)
9.9722e-07,-268.5213656387665
1.0401e-06,-268.57202643171803
1.0092e-06,-268.6262114537445
1.0466e-06,-268.6019823788546
1.0156e-06,-268.6284140969163
1.0417e-06,-268.47907488986783
1.0156e-06,-268.6861233480176
1.0401e-06,-268.5795154185022
1.0395e-06,-268.71960352422906
1.0482e-06,-268.5936123348017
1.0276e-06,-268.461013215859
1.0613e-06,-268.4314977973568
1.0414e-06,-268.440308370044
1.0801e-06,-268.4759911894273
1.046e-06,-268.4129955947136
1.0746e-06,-268.53017621145375
1.0477e-06,-268.3900881057269
1.0829e-06,-268.5222466960352
1.053e-06,-268.3636563876652
1.0816e-06,-268.5231277533039
