Photodiode Current (A),Temperature (C)
1.1694e-06,-267.9905286343612
1.1637e-06,-267.92092511013215
1.1857e-06,-267.9504405286343
1.1582e-06,-267.95396475770923
1.1881e-06,-267.89581497797354
1.1609e-06,-267.9843612334802
1.1926e-06,-267.8777533039647
1.1616e-06,-268.01960352422907
1.1944e-06,-267.85704845814973
1.163e-06,-268.0090308370044
1.1537e-06,-267.74383259911895
1.1834e-06,-267.5363436123348
1.1704e-06,-267.63766519823787
1.2315e-06,-267.63105726872243
1.2015e-06,-267.5566079295154
1.2358e-06,-267.6544052863436
1.2177e-06,-267.5557268722467
1.2546e-06,-267.6781938325991
1.1893e-06,-267.49581497797357
1.2137e-06,-267.6147577092511
