Photodiode Current (A),Temperature (C)
8.9639e-07,-269.13022026431713
8.948e-07,-269.1512334801762
9.1308e-07,-269.161013215859
8.9026e-07,-269.1271806167401
9.1607e-07,-269.1740088105727
8.9238e-07,-269.1062995594713
9.1865e-07,-269.2096916299559
8.9533e-07,-269.0830837004405
9.1936e-07,-269.2097797356828
8.9644e-07,-269.0685022026432
9.2671e-07,-269.05321585903084
9.0841e-07,-268.960308370044
9.4057e-07,-269.05348017621145
9.1191e-07,-268.9142290748898
9.5099e-07,-269.0418502202643
9.1829e-07,-268.92083700440526
9.5916e-07,-269.0344933920705
9.3226e-07,-268.9181938325991
9.5139e-07,-269.0481057268722
9.3919e-07,-268.9014977973568
