Photodiode Current (A),Temperature (C)
9.5189e-07,-268.35704845814973
1.1356e-06,-267.60374449339207
1.0834e-06,-267.5257709251101
6.5116e-07,-267.5455947136564
1.2768e-06,-268.85048458149777
1.2706e-06,-267.5570484581498
1.1251e-06,-269.14625550660793
1.2653e-06,-267.52709251101317
1.2846e-06,-267.56629955947136
1.2582e-06,-267.6530837004405
1.2483e-06,-267.45264317180613
1.2253e-06,-267.5570484581498
1.2791e-06,-267.5081497797357
1.2472e-06,-267.5407488986784
1.2822e-06,-267.5438325991189
1.2634e-06,-267.45264317180613
1.2803e-06,-267.524449339207
1.2721e-06,-267.42092511013215
1.2796e-06,-267.5442731277533
1.2776e-06,-267.4165198237885
