Pixel 1,
V (V),J (A/cm^2)
-5.0019,-3.1552e-05
-4.9031,-1.4756e-05
-4.7987,-5.9426e-06
-4.7025,-2.0783e-06
-4.6045,-1.5335e-07
-4.5051,4.7036e-07
-4.405,6.4971e-07
-4.3052,7.396e-07
-4.2052,7.4906e-07
-4.1051,7.4979e-07
-4.0052,8.0917e-07
-3.9049,7.9969e-07
-3.805,7.8448e-07
-3.7051,8.3368e-07
-3.605,8.3538e-07
-3.5051,8.1634e-07
-3.4048,8.6068e-07
-3.3048,8.4451e-07
-3.2049,8.5654e-07
-3.1051,9.0308e-07
-3.0049,8.8498e-07
-2.9048,9.1691e-07
-2.8048,9.4611e-07
-2.7047,9.3179e-07
-2.6049,9.7135e-07
-2.5046,9.9709e-07
-2.4047,1.003e-06
-2.3049,9.9505e-07
-2.2049,1.0393e-06
-2.1048,1.0177e-06
-2.0045,1.0428e-06
-1.9046,1.0802e-06
-1.8046,1.0657e-06
-1.705,1.0841e-06
-1.605,1.1265e-06
-1.5047,1.1227e-06
-1.4047,1.1352e-06
-1.3047,1.1731e-06
-1.2047,1.166e-06
-1.1046,1.1681e-06
-1.0047,1.2073e-06
-0.90461,1.2144e-06
-0.80468,1.2025e-06
-0.70473,1.2088e-06
-0.6043,1.2484e-06
-0.50442,1.2338e-06
-0.40452,1.273e-06
-0.3047,1.2876e-06
-0.2047,1.2696e-06
-0.10443,1.3094e-06
-0.0043971,1.308e-06
0.095517,1.2927e-06
0.19541,1.3473e-06
0.29569,1.3734e-06
0.39551,1.3547e-06
0.49547,1.3878e-06
0.59538,1.4162e-06
0.69566,1.4035e-06
0.7957,1.4313e-06
0.89572,1.461e-06
0.99567,1.4364e-06
1.0954,1.4742e-06
1.1957,1.5035e-06
1.2956,1.4905e-06
1.3957,1.512e-06
1.4955,1.5662e-06
1.5959,1.5596e-06
1.6957,1.5838e-06
1.7954,1.6447e-06
1.8954,1.6473e-06
1.9958,1.6865e-06
2.0958,1.7479e-06
2.1958,1.7747e-06
2.2958,1.8056e-06
2.3958,1.8802e-06
2.4957,1.9451e-06
2.5956,1.9623e-06
2.6954,2.0821e-06
2.7957,2.1517e-06
2.8957,2.1872e-06
2.9956,2.3248e-06
3.0954,2.4029e-06
3.1955,2.5083e-06
3.2953,2.666e-06
3.3952,2.8723e-06
3.495,2.9395e-06
3.5948,3.1657e-06
3.6951,3.3114e-06
3.7947,3.3581e-06
3.8947,3.4537e-06
3.9945,3.7466e-06
4.0943,3.8964e-06
4.1942,4.21e-06
4.294,4.5398e-06
4.3936,4.7126e-06
4.4935,5.0262e-06
4.5932,5.3546e-06
4.6928,5.4489e-06
4.7926,5.7621e-06
4.8922,6.5151e-06
4.9916,7.2153e-06
