Pixel 1,
V (V),J (A/cm^2)
-4.9966,-9.0989e-05
-4.9,-4.9326e-05
-4.8023,-2.5905e-05
-4.7035,-1.1961e-05
-4.5999,-4.8159e-06
-4.5034,-1.3524e-06
-4.4045,9.8495e-08
-4.3051,5.6416e-07
-4.2053,7.1905e-07
-4.1052,8.026e-07
-4.0053,8.1201e-07
-3.905,8.3812e-07
-3.805,8.4917e-07
-3.7052,8.6512e-07
-3.6052,8.5782e-07
-3.5053,9.1681e-07
-3.4049,9.2072e-07
-3.3049,8.9125e-07
-3.2051,9.3948e-07
-3.1052,9.5453e-07
-3.005,9.3676e-07
-2.905,9.5646e-07
-2.805,9.9351e-07
-2.7049,9.7207e-07
-2.605,1.0235e-06
-2.5048,1.0388e-06
-2.4048,1.043e-06
-2.305,1.0351e-06
-2.2051,1.0591e-06
-2.105,1.0903e-06
-2.0047,1.0703e-06
-1.9048,1.0974e-06
-1.8049,1.1335e-06
-1.7051,1.113e-06
-1.6052,1.1413e-06
-1.5048,1.1894e-06
-1.4048,1.1667e-06
-1.3049,1.1955e-06
-1.205,1.2468e-06
-1.1047,1.232e-06
-1.0048,1.2321e-06
-0.90479,1.2405e-06
-0.80482,1.2675e-06
-0.70486,1.2651e-06
-0.60444,1.295e-06
-0.50462,1.3159e-06
-0.40467,1.3205e-06
-0.30484,1.3089e-06
-0.20485,1.3469e-06
-0.10452,1.3599e-06
-0.0045268,1.3424e-06
0.095295,1.3781e-06
0.1953,1.4036e-06
0.29554,1.3992e-06
0.3953,1.4133e-06
0.49532,1.4173e-06
0.59525,1.442e-06
0.69547,1.4591e-06
0.79556,1.495e-06
0.89558,1.47e-06
0.99549,1.482e-06
1.0953,1.51e-06
1.1955,1.5446e-06
1.2955,1.5342e-06
1.3955,1.5794e-06
1.4954,1.602e-06
1.5957,1.6088e-06
1.6956,1.6505e-06
1.7953,1.6443e-06
1.8953,1.714e-06
1.9956,1.7146e-06
2.0956,1.7473e-06
2.1956,1.8041e-06
2.2957,1.8532e-06
2.3956,1.8883e-06
2.4955,1.9381e-06
2.5955,1.9745e-06
2.6954,2.0567e-06
2.7956,2.1239e-06
2.8956,2.1819e-06
2.9955,2.2759e-06
3.0953,2.3135e-06
3.1954,2.4323e-06
3.2953,2.5364e-06
3.3953,2.6195e-06
3.495,2.7854e-06
3.5949,2.9361e-06
3.6954,3.06e-06
3.7947,3.2515e-06
3.8946,3.3798e-06
3.9946,3.4789e-06
4.0945,3.6987e-06
4.1943,3.9566e-06
4.2943,4.1153e-06
4.3939,4.3502e-06
4.4938,4.5421e-06
4.5935,4.9049e-06
4.6931,5.227e-06
4.7926,5.7487e-06
4.8924,6.1308e-06
4.9924,6.087e-06
