Photodiode Current (A),Temperature (C)
8.2342e-07,-269.4870044052863
8.597e-07,-269.3907488986784
8.2905e-07,-269.5006607929515
8.5589e-07,-269.3637004405286
8.374e-07,-269.4975330396476
8.4571e-07,-269.3770925110132
8.4416e-07,-269.4746696035242
8.4919e-07,-269.37145374449335
8.4864e-07,-269.4605286343612
8.3732e-07,-269.40744493392066
8.4152e-07,-269.1900440528634
8.2882e-07,-269.0944052863436
8.6212e-07,-269.2269603524229
8.3564e-07,-269.27775330396474
8.7435e-07,-269.0093832599119
8.3746e-07,-269.3044052863436
8.7152e-07,-269.0100440528634
8.4272e-07,-269.29999999999995
8.7626e-07,-269.0452422907489
8.4904e-07,-269.09766519823785
