Pixel 1,
V (V),J (A/cm^2)
-4.9971,-8.4824e-05
-4.9004,-4.5561e-05
-4.8025,-2.3008e-05
-4.7036,-1.0634e-05
-4.6005,-4.0423e-06
-4.5034,-1.2034e-06
-4.4045,1.7322e-07
-4.3051,5.7707e-07
-4.2052,7.5347e-07
-4.1051,7.531e-07
-4.0053,7.8821e-07
-3.905,8.1927e-07
-3.805,8.3945e-07
-3.7051,8.1998e-07
-3.6051,8.2902e-07
-3.5051,8.6043e-07
-3.4048,8.6096e-07
-3.3048,9.0731e-07
-3.205,9.2089e-07
-3.1052,9.0232e-07
-3.005,9.2952e-07
-2.9049,9.3068e-07
-2.8049,9.248e-07
-2.7048,9.5742e-07
-2.6049,9.7263e-07
-2.5047,1.0032e-06
-2.4048,9.8538e-07
-2.3049,1.0377e-06
-2.2049,1.0178e-06
-2.1049,1.0352e-06
-2.0046,1.0409e-06
-1.9047,1.0951e-06
-1.8047,1.0715e-06
-1.7051,1.1236e-06
-1.6051,1.1578e-06
-1.5047,1.1656e-06
-1.4048,1.1875e-06
-1.3048,1.1911e-06
-1.2048,1.1698e-06
-1.1046,1.2245e-06
-1.0047,1.2001e-06
-0.90471,1.2131e-06
-0.80476,1.2295e-06
-0.70476,1.278e-06
-0.60436,1.2766e-06
-0.50454,1.3119e-06
-0.40457,1.2844e-06
-0.30474,1.2887e-06
-0.20476,1.3376e-06
-0.10446,1.3374e-06
-0.0044535,1.342e-06
0.095417,1.3314e-06
0.19538,1.3603e-06
0.29565,1.403e-06
0.39541,1.413e-06
0.49543,1.4147e-06
0.59536,1.4049e-06
0.6956,1.4477e-06
0.79569,1.4206e-06
0.89568,1.4599e-06
0.99564,1.4474e-06
1.0954,1.4684e-06
1.1956,1.4776e-06
1.2956,1.507e-06
1.3956,1.5173e-06
1.4955,1.5492e-06
1.5959,1.6011e-06
1.6956,1.6132e-06
1.7954,1.6704e-06
1.8953,1.7045e-06
1.9957,1.7273e-06
2.0957,1.749e-06
2.1957,1.841e-06
2.2957,1.8749e-06
2.3957,1.9543e-06
2.4955,2.0133e-06
2.5955,2.0535e-06
2.6953,2.09e-06
2.7956,2.1886e-06
2.8956,2.2399e-06
2.9955,2.329e-06
3.0952,2.4395e-06
3.1954,2.5261e-06
3.2953,2.6312e-06
3.3952,2.7643e-06
3.495,2.8825e-06
3.5949,3.0003e-06
3.6952,3.2011e-06
3.7947,3.3423e-06
3.8945,3.5261e-06
3.9944,3.6841e-06
4.0944,3.8494e-06
4.1944,3.9719e-06
4.2941,4.2556e-06
4.3937,4.6044e-06
4.4937,4.6442e-06
4.5934,4.9961e-06
4.6928,5.4035e-06
4.7927,5.597e-06
4.8928,5.6669e-06
4.9923,6.2877e-06
