Pixel 1,
V (V),J (A/cm^2)
-5.0024,-0.00020835
-4.903,-0.00011916
-4.7984,-6.4784e-05
-4.7009,-3.5126e-05
-4.6027,-1.7525e-05
-4.5035,-8.3059e-06
-4.401,-3.0909e-06
-4.3035,-5.5178e-07
-4.2046,5.6489e-07
-4.105,1.0418e-06
-4.0053,1.2118e-06
-3.905,1.2313e-06
-3.8051,1.3049e-06
-3.7052,1.3109e-06
-3.6052,1.2957e-06
-3.5053,1.3499e-06
-3.4049,1.3503e-06
-3.305,1.3531e-06
-3.205,1.36e-06
-3.1052,1.3733e-06
-3.005,1.4039e-06
-2.905,1.4077e-06
-2.805,1.4616e-06
-2.7049,1.4495e-06
-2.605,1.4619e-06
-2.5048,1.508e-06
-2.4048,1.4749e-06
-2.305,1.5091e-06
-2.205,1.5404e-06
-2.1049,1.5044e-06
-2.0046,1.5378e-06
-1.9047,1.5509e-06
-1.8047,1.5588e-06
-1.705,1.6164e-06
-1.6051,1.5897e-06
-1.5047,1.6084e-06
-1.4047,1.5976e-06
-1.3048,1.6439e-06
-1.2048,1.6436e-06
-1.1046,1.6194e-06
-1.0048,1.7187e-06
-0.90469,1.694e-06
-0.80476,1.6884e-06
-0.70478,1.7454e-06
-0.60429,1.7062e-06
-0.50445,1.719e-06
-0.40457,1.7194e-06
-0.30472,1.7517e-06
-0.20466,1.7204e-06
-0.10447,1.7179e-06
-0.0044247,1.7332e-06
0.095405,1.8127e-06
0.19537,1.8374e-06
0.29568,1.8125e-06
0.39541,1.8356e-06
0.49542,1.9049e-06
0.59525,1.8977e-06
0.69558,1.9255e-06
0.79566,1.9333e-06
0.89565,1.9609e-06
0.99556,2.0215e-06
1.0954,1.9964e-06
1.1957,1.9786e-06
1.2956,2.0024e-06
1.3956,1.9927e-06
1.4955,2.0727e-06
1.5959,2.0879e-06
1.6956,2.1526e-06
1.7953,2.1931e-06
1.8955,2.1336e-06
1.9957,2.2181e-06
2.0956,2.2935e-06
2.1956,2.3315e-06
2.2957,2.4366e-06
2.3956,2.5096e-06
2.4954,2.5978e-06
2.5954,2.6512e-06
2.6953,2.7603e-06
2.7954,2.9237e-06
2.8953,3.1603e-06
2.995,3.4901e-06
3.0943,3.9702e-06
3.1945,4.1723e-06
3.2942,4.2955e-06
3.394,4.5073e-06
3.4937,4.7838e-06
3.5934,4.9816e-06
3.6937,5.3013e-06
3.7933,5.5198e-06
3.8918,6.5869e-06
3.9912,7.4607e-06
4.0912,7.8058e-06
4.1913,7.7243e-06
4.2938,5.2193e-06
4.3941,4.9765e-06
4.4911,7.6717e-06
4.5912,7.7205e-06
4.6912,7.7451e-06
4.7911,8.0059e-06
4.891,8.0893e-06
4.9913,8.028e-06
