Pixel 1,
V (V),J (A/cm^2)
-4.9983,-6.6742e-05
-4.9009,-3.5738e-05
-4.8026,-1.7654e-05
-4.7034,-8.2388e-06
-4.6011,-3.1855e-06
-4.5035,-7.8057e-07
-4.4044,3.8764e-07
-4.3049,8.2273e-07
-4.2051,1.0028e-06
-4.1051,1.115e-06
-4.0053,1.2432e-06
-3.905,1.2639e-06
-3.8051,1.3032e-06
-3.7053,1.3733e-06
-3.6052,1.3708e-06
-3.5053,1.4019e-06
-3.405,1.473e-06
-3.305,1.4451e-06
-3.2052,1.4575e-06
-3.1054,1.508e-06
-3.0052,1.5306e-06
-2.9051,1.5299e-06
-2.8051,1.5831e-06
-2.705,1.5715e-06
-2.6052,1.5742e-06
-2.5049,1.6368e-06
-2.405,1.6518e-06
-2.3052,1.645e-06
-2.2052,1.6862e-06
-2.105,1.6463e-06
-2.0048,1.6643e-06
-1.9049,1.6855e-06
-1.8049,1.7381e-06
-1.7052,1.7107e-06
-1.6053,1.7465e-06
-1.5049,1.7964e-06
-1.4049,1.7601e-06
-1.3049,1.7956e-06
-1.2051,1.851e-06
-1.1048,1.8837e-06
-1.0049,1.8544e-06
-0.90492,1.874e-06
-0.80499,1.9301e-06
-0.705,1.925e-06
-0.60462,1.9828e-06
-0.50476,2.0131e-06
-0.40481,1.9962e-06
-0.30503,2.0564e-06
-0.20505,2.0824e-06
-0.10479,2.1141e-06
-0.0047403,2.1495e-06
0.09499,2.2192e-06
0.19496,2.2598e-06
0.29522,2.2846e-06
0.39494,2.3429e-06
0.49493,2.3502e-06
0.59479,2.411e-06
0.69508,2.497e-06
0.79504,2.5805e-06
0.89497,2.6247e-06
0.99471,2.8747e-06
1.0945,2.9621e-06
1.1944,3.0161e-06
1.2944,3.207e-06
1.3941,3.5561e-06
1.4939,3.6724e-06
1.5941,3.8795e-06
1.6936,4.1776e-06
1.7935,4.224e-06
1.8934,4.1219e-06
1.994,4.142e-06
2.0938,4.3915e-06
2.1928,5.4245e-06
2.2931,5.0237e-06
2.3927,5.2546e-06
2.4919,5.9807e-06
2.5919,5.8291e-06
2.6936,4.4684e-06
2.7935,4.9486e-06
2.8934,5.165e-06
2.9933,5.3325e-06
3.0926,5.8671e-06
3.1908,7.3884e-06
3.291,7.3365e-06
3.3911,6.8526e-06
3.4912,7.4936e-06
3.5907,7.3619e-06
3.691,8.1231e-06
3.7906,8.1806e-06
3.8905,8.2033e-06
3.9905,8.2093e-06
4.0907,8.1058e-06
4.1908,8.1831e-06
4.2908,8.1504e-06
4.3906,8.3002e-06
4.4907,8.2949e-06
4.5906,8.403e-06
4.6905,8.4936e-06
4.7905,8.41e-06
4.8907,8.3137e-06
4.9907,8.5891e-06
