Pixel 1,
V (V),J (A/cm^2)
-5.003,-1.5391e-05
-4.9036,-6.6332e-06
-4.8018,-2.3151e-06
-4.7039,-2.8002e-07
-4.6049,5.3144e-07
-4.5052,8.7728e-07
-4.405,1.0784e-06
-4.3053,1.1545e-06
-4.2053,1.2645e-06
-4.1053,1.2953e-06
-4.0054,1.2943e-06
-3.9052,1.3645e-06
-3.8052,1.3709e-06
-3.7054,1.3823e-06
-3.6053,1.446e-06
-3.5054,1.4471e-06
-3.4051,1.4467e-06
-3.3051,1.499e-06
-3.2051,1.517e-06
-3.1054,1.4957e-06
-3.0052,1.5083e-06
-2.9051,1.5542e-06
-2.8052,1.5734e-06
-2.7051,1.5607e-06
-2.6052,1.5898e-06
-2.5049,1.6028e-06
-2.405,1.5995e-06
-2.3052,1.6477e-06
-2.2051,1.6316e-06
-2.1051,1.6294e-06
-2.0048,1.6904e-06
-1.9049,1.6787e-06
-1.8049,1.6876e-06
-1.7052,1.7362e-06
-1.6053,1.7264e-06
-1.5049,1.7674e-06
-1.4049,1.759e-06
-1.305,1.8001e-06
-1.2051,1.8211e-06
-1.1048,1.8419e-06
-1.0049,1.8255e-06
-0.90498,1.8491e-06
-0.80505,1.9434e-06
-0.70499,1.9134e-06
-0.60465,1.9502e-06
-0.50465,2.0185e-06
-0.40485,1.9855e-06
-0.30505,2.0399e-06
-0.20499,2.0463e-06
-0.10476,2.0459e-06
-0.0047672,2.1048e-06
0.095112,2.1182e-06
0.19514,2.1635e-06
0.29518,2.2644e-06
0.39489,2.3504e-06
0.49501,2.3597e-06
0.59482,2.3992e-06
0.69523,2.398e-06
0.79507,2.4652e-06
0.89544,2.9221e-06
0.995,2.1759e-06
1.0944,2.771e-06
1.1948,2.8794e-06
1.2945,3.0359e-06
1.3952,2.339e-06
1.4951,2.3591e-06
1.5952,2.6923e-06
1.6949,2.8707e-06
1.7944,3.1425e-06
1.8943,2.8682e-06
1.9949,3.0941e-06
2.0948,3.1456e-06
2.1939,3.9077e-06
2.2951,2.7783e-06
2.3935,5.5549e-06
2.4921,5.9921e-06
2.5943,3.6224e-06
2.6915,6.4259e-06
2.7918,6.582e-06
2.8915,6.8501e-06
2.9912,6.9941e-06
3.0909,7.3385e-06
3.191,7.4549e-06
3.2909,7.5889e-06
3.3908,7.6482e-06
3.4906,7.7702e-06
3.5916,8.3945e-06
3.6908,8.0498e-06
3.7905,7.9816e-06
3.8905,8.1854e-06
3.9905,8.1616e-06
4.0907,8.1395e-06
4.1906,8.2374e-06
4.2907,8.2339e-06
4.3904,8.3158e-06
4.4906,8.3706e-06
4.5906,8.383e-06
4.6903,8.4287e-06
4.7905,8.4909e-06
4.8906,8.4256e-06
4.9906,8.5958e-06
