Photodiode Current (A),Temperature (C)
1.7444e-06,-265.6275330396476
1.6834e-06,-265.77951541850217
1.6849e-06,-265.75704845814977
1.6898e-06,-265.581718061674
1.7222e-06,-265.7191629955947
1.7156e-06,-265.5191629955947
1.687e-06,-265.75
1.7249e-06,-265.46718061674005
1.6417e-06,-265.8112334801762
1.7135e-06,-265.5698237885462
1.771e-06,-264.9125550660793
1.8276e-06,-265.1011013215859
1.7484e-06,-264.95616740088104
1.9523e-06,-265.0359030837004
1.7886e-06,-264.99273127753304
1.8506e-06,-264.9654185022026
1.8142e-06,-265.06145374449335
1.8475e-06,-264.8522026431718
1.8326e-06,-265.05220264317177
1.8326e-06,-264.8759911894273
