Photodiode Current (A),Temperature (C)
1.7439e-06,-265.70242290748894
1.6719e-06,-265.6535242290749
1.6833e-06,-265.77511013215855
1.6855e-06,-265.9477973568282
1.6641e-06,-265.9993392070484
1.6472e-06,-264.8914096916299
1.6306e-06,-265.8874449339207
1.7795e-06,-265.2222466960352
1.6817e-06,-265.78215859030837
1.6705e-06,-265.77511013215855
2.0413e-06,-264.197577092511
1.9981e-06,-264.03898678414095
2.0475e-06,-264.1068281938326
2.0628e-06,-264.01651982378854
2.0652e-06,-263.99317180616737
2.0175e-06,-264.0455947136564
2.0618e-06,-263.9746696035242
2.0189e-06,-264.1328193832599
2.0732e-06,-263.95528634361233
2.0329e-06,-264.16057268722466
