Photodiode Current (A),Temperature (C)
1.8039e-06,-265.17422907488987
1.7493e-06,-265.3676211453744
1.802e-06,-265.1046255506608
1.7446e-06,-265.261013215859
1.817e-06,-265.3574889867841
1.7637e-06,-265.13898678414097
1.8101e-06,-265.25616740088105
1.7887e-06,-265.1839207048458
1.7703e-06,-265.51828193832597
1.8028e-06,-265.36145374449336
1.9033e-06,-264.5645374449339
1.9442e-06,-264.34955947136564
1.9251e-06,-264.46057268722467
1.9501e-06,-264.4314977973568
1.9541e-06,-264.4363436123348
1.9448e-06,-264.4372246696035
1.9804e-06,-264.4041850220264
1.9354e-06,-264.5112334801762
1.9798e-06,-264.3314977973568
1.9227e-06,-264.55044052863434
