Photodiode Current (A),Temperature (C)
1.4258e-06,-267.01960352422907
1.4195e-06,-266.8464757709251
1.4293e-06,-266.6050660792951
1.4073e-06,-266.69140969162993
1.3902e-06,-266.9407488986784
1.4318e-06,-266.2596916299559
1.4045e-06,-267.1751101321586
1.429e-06,-266.8407488986784
1.4868e-06,-266.9407488986784
1.4458e-06,-265.77907488986784
1.576e-06,-265.9781938325991
1.6079e-06,-266.09713656387663
1.5783e-06,-266.1861233480176
1.6219e-06,-266.1213656387665
1.6015e-06,-266.0438325991189
1.6214e-06,-265.47643171806163
1.6026e-06,-265.8165198237885
1.606e-06,-265.94691629955946
1.5561e-06,-265.7874449339207
1.6137e-06,-265.9477973568282
