Photodiode Current (A),Temperature (C)
1.8595e-06,-264.9971365638766
1.8132e-06,-265.02797356828194
1.8696e-06,-264.89493392070483
1.8148e-06,-265.07334801762113
1.8635e-06,-264.90682819383255
1.8401e-06,-265.06365638766516
1.8505e-06,-264.8420704845815
1.8431e-06,-265.05132158590305
1.8481e-06,-264.86145374449336
1.8652e-06,-265.013436123348
1.8855e-06,-264.7112334801762
1.9181e-06,-264.54471365638767
1.8847e-06,-264.63678414096916
1.9405e-06,-264.7041850220264
1.8957e-06,-264.55396475770925
1.949e-06,-264.8072687224669
1.9172e-06,-264.5530837004405
1.9547e-06,-264.7363436123348
1.9084e-06,-264.47731277533035
1.9348e-06,-264.72973568281935
