Photodiode Current (A),Temperature (C)
1.646e-06,-265.6372246696035
1.6976e-06,-265.8090308370044
1.6527e-06,-265.83766519823786
1.6905e-06,-265.8156387665198
1.6917e-06,-265.87555066079295
1.7251e-06,-265.781718061674
1.6552e-06,-265.92973568281934
1.6661e-06,-265.46850220264315
1.6919e-06,-265.86013215859026
1.6758e-06,-265.61299559471365
1.9225e-06,-264.54471365638767
1.9273e-06,-264.6522026431718
1.8898e-06,-264.49273127753304
1.9393e-06,-264.5940528634361
1.9106e-06,-263.97775330396473
1.9286e-06,-264.38083700440524
1.9393e-06,-264.33722466960353
1.925e-06,-264.65704845814975
1.9159e-06,-264.5724669603524
1.9103e-06,-264.6143171806167
