Pixel 1,
V (V),J (A/cm^2)
-4.9928,-0.00013608
-4.8958,-0.00010059
-4.7982,-7.3971e-05
-4.7,-5.4132e-05
-4.6014,-3.9511e-05
-4.5024,-2.8772e-05
-4.4028,-2.0911e-05
-4.3034,-1.5213e-05
-4.2038,-1.1067e-05
-4.0968,-7.894e-06
-3.999,-5.7949e-06
-3.9002,-4.2474e-06
-3.8014,-3.1192e-06
-3.7023,-2.2942e-06
-3.6029,-1.6904e-06
-3.5034,-1.2493e-06
-3.4034,-9.2552e-07
-3.3036,-6.8921e-07
-3.2039,-5.1643e-07
-3.1042,-3.8974e-07
-3.0041,-2.9628e-07
-2.9041,-2.2774e-07
-2.8041,-1.772e-07
-2.704,-1.3986e-07
-2.6042,-1.1243e-07
-2.5039,-9.1808e-08
-2.404,-7.6559e-08
-2.3042,-6.4921e-08
-2.2042,-5.6015e-08
-2.104,-4.9146e-08
-2.0038,-4.3427e-08
-1.9039,-3.8872e-08
-1.8039,-3.5004e-08
-1.7042,-3.1705e-08
-1.6042,-2.8828e-08
-1.5039,-2.621e-08
-1.4039,-2.3751e-08
-1.3039,-2.1441e-08
-1.2039,-1.9413e-08
-1.1037,-1.7501e-08
-1.0038,-1.5505e-08
-0.90376,-1.3717e-08
-0.80379,-1.1947e-08
-0.7038,-1.008e-08
-0.60335,-8.4202e-09
-0.50349,-6.7441e-09
-0.40356,-5.0664e-09
-0.30373,-3.5095e-09
-0.20373,-1.745e-09
-0.10344,-1.0712e-10
-0.0034271,1.4871e-09
0.0965,3.1096e-09
0.1965,4.6427e-09
0.29671,6.2835e-09
0.3965,7.7625e-09
0.49656,9.5161e-09
0.59648,1.1021e-08
0.69674,1.2674e-08
0.79686,1.4278e-08
0.89686,1.5964e-08
0.9968,1.7704e-08
1.0966,1.9319e-08
1.1968,2.0927e-08
1.2968,2.2585e-08
1.3969,2.4167e-08
1.4968,2.594e-08
1.5972,2.7616e-08
1.697,2.9314e-08
1.7967,3.0993e-08
1.8968,3.2727e-08
1.9972,3.4453e-08
2.0972,3.6197e-08
2.1971,3.8044e-08
2.2973,3.9827e-08
2.3973,4.1507e-08
2.4973,4.3364e-08
2.5972,4.5151e-08
2.6972,4.6975e-08
2.7975,4.8963e-08
2.8976,5.0396e-08
2.9976,5.23e-08
3.0974,5.4286e-08
3.1977,5.6211e-08
3.2977,5.8171e-08
3.3977,6.0053e-08
3.4976,6.1941e-08
3.5976,6.3798e-08
3.6981,6.5863e-08
3.7978,6.7623e-08
3.8978,6.979e-08
3.9978,7.1659e-08
4.098,7.3829e-08
4.1981,7.5758e-08
4.2982,7.7667e-08
4.398,8.0061e-08
4.4981,8.1797e-08
4.5981,8.3744e-08
4.698,8.598e-08
4.798,8.799e-08
4.8982,9.0239e-08
4.9983,9.2228e-08
